DATE,GENERAL_DAM_OCCUPANCY_RATE,GENERAL_DAM_RESERVED_WATER
2015-01-01,66.71,580
2015-01-02,69.3,602
2015-01-03,70.02,608
2015-01-04,70.52,613
2015-01-05,72.04,626
2015-01-06,73.15,635
2015-01-07,74.03,643
2015-01-08,74.56,648
2015-01-09,74.75,649
2015-01-10,74.84,650
2015-01-11,75.04,652
2015-01-12,76.03,660
2015-01-13,81.26,706
2015-01-14,82.85,720
2015-01-15,83.45,725
2015-01-16,83.97,729
2015-01-17,84.29,732
2015-01-18,84.36,733
2015-01-19,84.5,734
2015-01-20,84.28,732
2015-01-21,84.57,735
2015-01-22,84.62,735
2015-01-23,84.62,735
2015-01-24,84.69,736
2015-01-25,84.71,736
2015-01-26,85.06,739
2015-01-27,85.13,739
2015-01-28,85.65,744
2015-01-29,86.24,749
2015-01-30,86.36,750
2015-01-31,86.24,749
2015-02-01,86.52,752
2015-02-02,86.67,753
2015-02-03,88.1,765
2015-02-04,89.73,779
2015-02-05,89.91,781
2015-02-06,89.85,780
2015-02-07,89.9,781
2015-02-08,90,782
2015-02-09,90.21,784
2015-02-10,90.43,786
2015-02-11,91.15,792
2015-02-12,91.64,796
2015-02-13,92.9,807
2015-02-14,93.68,814
2015-02-15,93.91,816
2015-02-16,94.33,819
2015-02-17,94.3,819
2015-02-18,94.14,818
2015-02-19,93.53,812
2015-02-20,93.39,811
2015-02-21,93.95,816
2015-02-22,95.12,826
2015-02-23,95.59,830
2015-02-24,96.28,836
2015-02-25,96.44,838
2015-02-26,96.19,836
2015-02-27,96.33,837
2015-02-28,96.33,837
2015-03-01,96.25,836
2015-03-02,95.9,833
2015-03-03,95.64,831
2015-03-04,95.66,831
2015-03-05,95.42,829
2015-03-06,95.35,828
2015-03-07,95.15,827
2015-03-08,94.95,825
2015-03-09,94.94,825
2015-03-10,94.88,824
2015-03-11,94.77,823
2015-03-12,94.71,823
2015-03-13,94.61,822
2015-03-14,94.5,821
2015-03-15,94.63,822
2015-03-16,95.08,826
2015-03-17,95.01,825
2015-03-18,94.91,824
2015-03-19,94.82,824
2015-03-20,94.76,823
2015-03-21,94.81,824
2015-03-22,95.01,825
2015-03-23,95.08,826
2015-03-24,95.09,826
2015-03-25,95.05,826
2015-03-26,94.99,825
2015-03-27,94.96,825
2015-03-28,95.01,825
2015-03-29,94.97,825
2015-03-30,94.9,824
2015-03-31,94.75,823
2015-04-01,94.71,823
2015-04-02,94.74,823
2015-04-03,94.76,823
2015-04-04,94.69,823
2015-04-05,94.71,823
2015-04-06,94.6,822
2015-04-07,95.5,830
2015-04-08,95.5,830
2015-04-09,95.48,829
2015-04-10,96.68,840
2015-04-11,97.2,844
2015-04-12,97.34,846
2015-04-13,97.36,846
2015-04-14,97.33,845
2015-04-15,97.32,845
2015-04-16,97.24,845
2015-04-17,97.19,844
2015-04-18,97.18,844
2015-04-19,96.91,842
2015-04-20,96.87,842
2015-04-21,96.8,841
2015-04-22,96.5,838
2015-04-23,96.36,837
2015-04-24,96.14,835
2015-04-25,96.01,834
2015-04-26,95.95,834
2015-04-27,95.76,832
2015-04-28,95.57,830
2015-04-29,95.51,830
2015-04-30,95.5,830
2015-05-01,95.38,829
2015-05-02,95.25,827
2015-05-03,95.23,827
2015-05-04,95.19,827
2015-05-05,95.13,826
2015-05-06,95.01,825
2015-05-07,94.85,824
2015-05-08,94.81,824
2015-05-09,95.09,826
2015-05-10,95.1,826
2015-05-11,94.91,825
2015-05-12,94.75,823
2015-05-13,94.65,822
2015-05-14,94.56,821
2015-05-15,94.37,820
2015-05-16,94.23,819
2015-05-17,94.14,818
2015-05-18,93.97,816
2015-05-19,93.88,815
2015-05-20,93.69,814
2015-05-21,93.5,812
2015-05-22,93.25,810
2015-05-23,93.08,809
2015-05-24,92.9,807
2015-05-25,92.7,805
2015-05-26,92.56,804
2015-05-27,92.44,803
2015-05-28,92.64,805
2015-05-29,92.52,804
2015-05-30,92.37,802
2015-05-31,92.26,801
2015-06-01,92.19,801
2015-06-02,91.93,799
2015-06-03,91.7,797
2015-06-04,91.39,794
2015-06-05,91.18,792
2015-06-06,90.91,790
2015-06-07,90.77,789
2015-06-08,90.5,786
2015-06-09,90.3,784
2015-06-10,90.05,782
2015-06-11,89.83,780
2015-06-12,89.56,778
2015-06-13,89.27,775
2015-06-14,88.83,772
2015-06-15,88.52,769
2015-06-16,88.16,766
2015-06-17,87.99,764
2015-06-18,87.67,762
2015-06-19,88.86,772
2015-06-20,88.63,770
2015-06-21,88.45,768
2015-06-22,88.21,766
2015-06-23,87.89,763
2015-06-24,87.7,762
2015-06-25,87.46,760
2015-06-26,87.17,757
2015-06-27,86.91,755
2015-06-28,86.63,752
2015-06-29,86.31,750
2015-06-30,86.1,748
2015-07-01,85.81,745
2015-07-02,85.57,743
2015-07-03,85.28,741
2015-07-04,84.92,738
2015-07-05,84.91,738
2015-07-06,84.71,736
2015-07-07,84.42,733
2015-07-08,84.17,731
2015-07-09,83.86,729
2015-07-10,83.61,726
2015-07-11,83.37,724
2015-07-12,83.16,722
2015-07-13,82.85,720
2015-07-14,82.57,717
2015-07-15,82.35,715
2015-07-16,82.1,713
2015-07-17,81.87,711
2015-07-18,81.65,709
2015-07-19,81.43,707
2015-07-20,81.24,706
2015-07-21,80.99,704
2015-07-22,80.71,701
2015-07-23,80.39,698
2015-07-24,80.11,696
2015-07-25,79.85,694
2015-07-26,79.61,692
2015-07-27,79.37,689
2015-07-28,79.06,687
2015-07-29,78.79,684
2015-07-30,78.57,682
2015-07-31,78.21,679
2015-08-01,77.84,676
2015-08-02,77.53,673
2015-08-03,77.19,670
2015-08-04,76.93,668
2015-08-05,76.63,666
2015-08-06,76.32,663
2015-08-07,76.06,661
2015-08-08,75.68,657
2015-08-09,75.32,654
2015-08-10,75.05,652
2015-08-11,74.74,649
2015-08-12,74.42,646
2015-08-13,74.18,644
2015-08-14,73.87,642
2015-08-15,73.57,639
2015-08-16,73.22,636
2015-08-17,72.93,634
2015-08-18,72.59,631
2015-08-19,72.32,628
2015-08-20,71.95,625
2015-08-21,71.6,622
2015-08-22,71.28,619
2015-08-23,71.24,619
2015-08-24,71.05,617
2015-08-25,70.7,614
2015-08-26,70.42,612
2015-08-27,70.1,609
2015-08-28,69.77,606
2015-08-29,69.56,604
2015-08-30,69.26,602
2015-08-31,68.98,599
2015-09-01,68.61,596
2015-09-02,68.32,593
2015-09-03,68.04,591
2015-09-04,67.72,588
2015-09-05,67.34,585
2015-09-06,67.05,582
2015-09-07,66.72,580
2015-09-08,66.36,576
2015-09-09,65.97,573
2015-09-10,65.64,570
2015-09-11,65.41,568
2015-09-12,65.09,565
2015-09-13,65.53,569
2015-09-14,65.28,567
2015-09-15,65,565
2015-09-16,64.79,563
2015-09-17,64.49,560
2015-09-18,64.21,558
2015-09-19,63.97,556
2015-09-20,63.62,553
2015-09-21,63.36,550
2015-09-22,63.07,548
2015-09-23,62.86,546
2015-09-24,62.89,546
2015-09-25,63.12,548
2015-09-26,62.4,542
2015-09-27,62.15,540
2015-09-28,61.9,538
2015-09-29,64.76,563
2015-09-30,66.45,577
2015-10-01,66.81,580
2015-10-02,66.81,580
2015-10-03,66.74,580
2015-10-04,66.63,579
2015-10-05,66.49,578
2015-10-06,66.28,576
2015-10-07,67.08,583
2015-10-08,67.27,584
2015-10-09,67.29,585
2015-10-10,67.19,584
2015-10-11,67.08,583
2015-10-12,67.16,583
2015-10-13,67.3,585
2015-10-14,67.31,585
2015-10-15,67.23,584
2015-10-16,67.09,583
2015-10-17,66.92,581
2015-10-18,66.72,580
2015-10-19,66.54,578
2015-10-20,66.31,576
2015-10-21,66.22,575
2015-10-22,66.1,574
2015-10-23,66.39,577
2015-10-24,68,591
2015-10-25,69.4,603
2015-10-26,69.62,605
2015-10-27,69.72,606
2015-10-28,69.76,606
2015-10-29,69.74,606
2015-10-30,69.66,605
2015-10-31,69.57,604
2015-11-01,69.38,603
2015-11-02,69.13,600
2015-11-03,68.93,599
2015-11-04,68.75,597
2015-11-05,68.58,596
2015-11-06,68.41,594
2015-11-07,68.25,593
2015-11-08,68.01,591
2015-11-09,67.79,589
2015-11-10,67.56,587
2015-11-11,67.37,585
2015-11-12,67.15,583
2015-11-13,66.98,582
2015-11-14,66.78,580
2015-11-15,66.57,578
2015-11-16,66.33,576
2015-11-17,66.15,575
2015-11-18,65.89,572
2015-11-19,65.65,570
2015-11-20,65.37,568
2015-11-21,65.06,565
2015-11-22,64.82,563
2015-11-23,64.7,562
2015-11-24,64.5,560
2015-11-25,64.32,559
2015-11-26,64.05,556
2015-11-27,64.1,557
2015-11-28,63.98,556
2015-11-29,64.15,557
2015-11-30,64.08,557
2015-12-01,63.98,556
2015-12-02,63.79,554
2015-12-03,63.62,553
2015-12-04,63.5,552
2015-12-05,63.31,550
2015-12-06,63.1,548
2015-12-07,62.91,546
2015-12-08,62.77,545
2015-12-09,62.58,544
2015-12-10,62.39,542
2015-12-11,62.18,540
2015-12-12,61.96,538
2015-12-13,61.71,536
2015-12-14,61.56,535
2015-12-15,61.4,533
2015-12-16,61.2,532
2015-12-17,60.98,530
2015-12-18,60.92,529
2015-12-19,60.72,527
2015-12-20,60.56,526
2015-12-21,60.24,523
2015-12-22,60.13,522
2015-12-23,59.98,521
2015-12-24,59.76,519
2015-12-25,59.63,518
2015-12-26,59.43,516
2015-12-27,59.18,514
2015-12-28,58.94,512
2015-12-29,58.79,511
2015-12-30,58.62,509
2015-12-31,58.68,510
2016-01-01,58.56,509
2016-01-02,58.4,507
2016-01-03,58.25,506
2016-01-04,58.32,507
2016-01-05,58.69,510
2016-01-06,60.81,528
2016-01-07,61.84,537
2016-01-08,62.96,547
2016-01-09,63.46,551
2016-01-10,63.61,553
2016-01-11,63.88,555
2016-01-12,64.15,557
2016-01-13,65.11,566
2016-01-14,66.31,576
2016-01-15,67.18,584
2016-01-16,67.52,587
2016-01-17,67.68,588
2016-01-18,70.6,613
2016-01-19,71.68,623
2016-01-20,72.23,627
2016-01-21,72.58,631
2016-01-22,72.96,634
2016-01-23,73.19,636
2016-01-24,73.42,638
2016-01-25,73.51,639
2016-01-26,73.65,640
2016-01-27,73.8,641
2016-01-28,73.98,643
2016-01-29,74.69,649
2016-01-30,75.33,654
2016-01-31,75.58,657
2016-02-01,75.76,658
2016-02-02,75.82,659
2016-02-03,75.88,659
2016-02-04,75.9,659
2016-02-05,76.09,661
2016-02-06,81.37,707
2016-02-07,84.21,731
2016-02-08,84.61,735
2016-02-09,84.81,737
2016-02-10,84.94,738
2016-02-11,85.35,741
2016-02-12,86.01,747
2016-02-13,86.42,751
2016-02-14,86.67,753
2016-02-15,86.86,755
2016-02-16,86.9,755
2016-02-17,86.82,754
2016-02-18,86.74,754
2016-02-19,86.84,754
2016-02-20,86.69,753
2016-02-21,86.79,754
2016-02-22,86.68,753
2016-02-23,86.6,752
2016-02-24,86.5,751
2016-02-25,86.79,754
2016-02-26,86.91,755
2016-02-27,86.97,755
2016-02-28,87.03,756
2016-02-29,87.03,756
2016-03-01,87.05,756
2016-03-02,87.02,756
2016-03-03,87.86,763
2016-03-04,88.51,769
2016-03-05,89.02,773
2016-03-06,89.05,774
2016-03-07,89.06,774
2016-03-08,89.07,774
2016-03-09,89.04,773
2016-03-10,88.97,773
2016-03-11,88.83,772
2016-03-12,88.74,771
2016-03-13,88.6,770
2016-03-14,88.52,769
2016-03-15,88.37,768
2016-03-16,88.2,766
2016-03-17,88.04,765
2016-03-18,87.87,763
2016-03-19,87.77,762
2016-03-20,87.64,761
2016-03-21,87.41,759
2016-03-22,87.21,758
2016-03-23,87.16,757
2016-03-24,86.93,755
2016-03-25,86.99,756
2016-03-26,87.35,759
2016-03-27,87.64,761
2016-03-28,87.7,762
2016-03-29,87.65,761
2016-03-30,87.73,762
2016-03-31,87.65,761
2016-04-01,87.56,761
2016-04-02,87.61,761
2016-04-03,87.55,761
2016-04-04,87.5,760
2016-04-05,87.35,759
2016-04-06,87.29,758
2016-04-07,87.19,757
2016-04-08,87.18,757
2016-04-09,87.44,760
2016-04-10,87.12,757
2016-04-11,87.02,756
2016-04-12,86.99,756
2016-04-13,86.86,755
2016-04-14,86.76,754
2016-04-15,86.69,753
2016-04-16,86.57,752
2016-04-17,86.34,750
2016-04-18,86.17,749
2016-04-19,85.99,747
2016-04-20,85.89,746
2016-04-21,85.62,744
2016-04-22,85.31,741
2016-04-23,85.11,739
2016-04-24,84.9,737
2016-04-25,84.81,737
2016-04-26,84.72,736
2016-04-27,84.67,736
2016-04-28,84.56,735
2016-04-29,84.4,733
2016-04-30,84.22,732
2016-05-01,84.02,730
2016-05-02,83.75,728
2016-05-03,83.55,726
2016-05-04,83.53,726
2016-05-05,83.46,725
2016-05-06,83.43,725
2016-05-07,83.29,724
2016-05-08,83.19,723
2016-05-09,83.01,721
2016-05-10,82.84,720
2016-05-11,82.59,717
2016-05-12,82.29,715
2016-05-13,82.19,714
2016-05-14,81.93,712
2016-05-15,81.79,711
2016-05-16,81.5,708
2016-05-17,81.24,706
2016-05-18,81.06,704
2016-05-19,80.77,702
2016-05-20,80.53,700
2016-05-21,80.32,698
2016-05-22,80.15,696
2016-05-23,79.97,695
2016-05-24,79.71,692
2016-05-25,79.44,690
2016-05-26,79.27,689
2016-05-27,79.07,687
2016-05-28,78.91,685
2016-05-29,78.76,684
2016-05-30,78.53,682
2016-05-31,78.28,680
2016-06-01,78.02,678
2016-06-02,77.66,675
2016-06-03,77.36,672
2016-06-04,77.07,670
2016-06-05,77.03,669
2016-06-06,76.82,667
2016-06-07,76.59,665
2016-06-08,76.36,663
2016-06-09,76.2,662
2016-06-10,75.95,660
2016-06-11,75.78,658
2016-06-12,75.6,657
2016-06-13,75.38,655
2016-06-14,75.13,653
2016-06-15,75.15,653
2016-06-16,74.93,651
2016-06-17,74.84,650
2016-06-18,74.67,649
2016-06-19,74.45,647
2016-06-20,74.16,644
2016-06-21,73.95,642
2016-06-22,73.7,640
2016-06-23,73.41,638
2016-06-24,73.11,635
2016-06-25,72.79,632
2016-06-26,72.5,630
2016-06-27,72.24,628
2016-06-28,71.92,625
2016-06-29,71.74,623
2016-06-30,71.63,622
2016-07-01,71.45,621
2016-07-02,71.31,619
2016-07-03,71.05,617
2016-07-04,70.76,615
2016-07-05,70.57,613
2016-07-06,70.44,612
2016-07-07,70.22,610
2016-07-08,69.97,608
2016-07-09,69.66,605
2016-07-10,69.34,602
2016-07-11,68.99,599
2016-07-12,68.58,596
2016-07-13,68.21,593
2016-07-14,67.86,590
2016-07-15,67.45,586
2016-07-16,67.09,583
2016-07-17,66.73,580
2016-07-18,66.34,576
2016-07-19,66.01,573
2016-07-20,65.68,571
2016-07-21,65.38,568
2016-07-22,65.05,565
2016-07-23,64.7,562
2016-07-24,64.43,560
2016-07-25,64.01,556
2016-07-26,63.74,554
2016-07-27,63.44,551
2016-07-28,63.08,548
2016-07-29,62.71,545
2016-07-30,62.37,542
2016-07-31,62.1,539
2016-08-01,61.72,536
2016-08-02,61.33,533
2016-08-03,61.02,530
2016-08-04,60.75,528
2016-08-05,60.52,526
2016-08-06,60.13,522
2016-08-07,59.79,519
2016-08-08,59.38,516
2016-08-09,58.96,512
2016-08-10,58.53,508
2016-08-11,58.19,505
2016-08-12,57.91,503
2016-08-13,57.53,500
2016-08-14,57.14,496
2016-08-15,56.88,494
2016-08-16,56.53,491
2016-08-17,56.18,488
2016-08-18,55.95,486
2016-08-19,55.63,483
2016-08-20,55.35,481
2016-08-21,55.09,479
2016-08-22,54.81,476
2016-08-23,54.57,474
2016-08-24,54.29,472
2016-08-25,54.11,470
2016-08-26,54.02,469
2016-08-27,53.81,467
2016-08-28,53.57,465
2016-08-29,53.33,463
2016-08-30,53.05,461
2016-08-31,52.78,459
2016-09-01,52.54,456
2016-09-02,52.22,454
2016-09-03,51.93,451
2016-09-04,51.67,449
2016-09-05,51.37,446
2016-09-06,51.09,444
2016-09-07,50.83,442
2016-09-08,50.57,439
2016-09-09,50.27,437
2016-09-10,50.05,435
2016-09-11,49.64,431
2016-09-12,49.28,428
2016-09-13,49.08,426
2016-09-14,48.74,423
2016-09-15,48.54,422
2016-09-16,48.21,419
2016-09-17,47.89,416
2016-09-18,47.69,414
2016-09-19,47.27,411
2016-09-20,47.03,409
2016-09-21,46.92,408
2016-09-22,46.67,405
2016-09-23,46.77,406
2016-09-24,46.6,405
2016-09-25,46.11,401
2016-09-26,46.07,400
2016-09-27,45.96,399
2016-09-28,45.97,399
2016-09-29,45.76,398
2016-09-30,45.48,395
2016-10-01,45.3,393
2016-10-02,45.05,391
2016-10-03,44.76,389
2016-10-04,44.52,387
2016-10-05,44.32,385
2016-10-06,44.08,383
2016-10-07,43.77,380
2016-10-08,43.53,378
2016-10-09,43.32,376
2016-10-10,43.09,374
2016-10-11,42.8,372
2016-10-12,42.6,370
2016-10-13,42.4,368
2016-10-14,42.13,366
2016-10-15,41.88,364
2016-10-16,41.62,362
2016-10-17,41.35,359
2016-10-18,41.14,357
2016-10-19,40.88,355
2016-10-20,40.66,353
2016-10-21,40.43,351
2016-10-22,40.2,349
2016-10-23,39.98,347
2016-10-24,39.76,345
2016-10-25,39.52,343
2016-10-26,39.25,341
2016-10-27,38.98,339
2016-10-28,38.75,337
2016-10-29,38.56,335
2016-10-30,38.42,334
2016-10-31,38.25,332
2016-11-01,38.04,330
2016-11-02,37.82,329
2016-11-03,37.67,327
2016-11-04,37.61,327
2016-11-05,37.5,326
2016-11-06,37.31,324
2016-11-07,37.02,322
2016-11-08,36.91,321
2016-11-09,36.7,319
2016-11-10,36.48,317
2016-11-11,36.38,316
2016-11-12,36.4,316
2016-11-13,36.29,315
2016-11-14,36.26,315
2016-11-15,36.05,313
2016-11-16,35.86,312
2016-11-17,35.76,311
2016-11-18,35.62,309
2016-11-19,35.49,308
2016-11-20,35.36,307
2016-11-21,35.27,306
2016-11-22,35.17,305
2016-11-23,34.98,304
2016-11-24,34.72,302
2016-11-25,34.53,300
2016-11-26,34.3,298
2016-11-27,34.02,296
2016-11-28,33.94,295
2016-11-29,35.04,304
2016-11-30,36.37,316
2016-12-01,37.01,322
2016-12-02,37.11,322
2016-12-03,37.33,324
2016-12-04,37.3,324
2016-12-05,37.29,324
2016-12-06,37.25,324
2016-12-07,37.25,324
2016-12-08,37.3,324
2016-12-09,37.32,324
2016-12-10,37.27,324
2016-12-11,37.2,323
2016-12-12,37.14,323
2016-12-13,37.2,323
2016-12-14,37.45,325
2016-12-15,37.63,327
2016-12-16,37.92,329
2016-12-17,38.17,332
2016-12-18,38.37,333
2016-12-19,38.51,335
2016-12-20,38.63,336
2016-12-21,38.85,338
2016-12-22,39.46,343
2016-12-23,40.5,352
2016-12-24,41.28,359
2016-12-25,42.09,366
2016-12-26,42.64,370
2016-12-27,42.96,373
2016-12-28,43.23,376
2016-12-29,43.65,379
2016-12-30,48.2,419
2016-12-31,51.08,444
2017-01-01,52.42,455
2017-01-02,53.13,461
2017-01-03,53.35,463
2017-01-04,53.5,465
2017-01-05,53.75,467
2017-01-06,55.55,483
2017-01-07,58.13,505
2017-01-08,58.82,511
2017-01-09,59.25,515
2017-01-10,59.53,517
2017-01-11,59.86,520
2017-01-12,60.87,529
2017-01-13,64.06,556
2017-01-14,65.01,565
2017-01-15,67.82,589
2017-01-16,71.55,622
2017-01-17,74.52,647
2017-01-18,76.84,667
2017-01-19,79.73,693
2017-01-20,82.01,712
2017-01-21,83.75,727
2017-01-22,83.9,729
2017-01-23,83.94,729
2017-01-24,84.26,732
2017-01-25,84.48,734
2017-01-26,84.56,735
2017-01-27,84.63,735
2017-01-28,84.77,736
2017-01-29,84.83,737
2017-01-30,84.91,738
2017-01-31,84.86,737
2017-02-01,84.88,737
2017-02-02,84.84,737
2017-02-03,84.85,737
2017-02-04,84.96,738
2017-02-05,85.13,740
2017-02-06,85.48,743
2017-02-07,85.58,743
2017-02-08,85.75,745
2017-02-09,85.77,745
2017-02-10,85.73,745
2017-02-11,85.73,745
2017-02-12,85.8,745
2017-02-13,85.82,746
2017-02-14,85.84,746
2017-02-15,85.78,745
2017-02-16,85.76,745
2017-02-17,85.7,744
2017-02-18,85.65,744
2017-02-19,85.59,744
2017-02-20,85.84,746
2017-02-21,86.81,754
2017-02-22,87.04,756
2017-02-23,87.28,758
2017-02-24,87.39,759
2017-02-25,87.5,760
2017-02-26,87.73,762
2017-02-27,87.91,764
2017-02-28,88,764
2017-03-01,87.99,764
2017-03-02,87.99,764
2017-03-03,88.02,765
2017-03-04,88.01,765
2017-03-05,87.94,764
2017-03-06,87.95,764
2017-03-07,87.91,764
2017-03-08,87.91,764
2017-03-09,87.78,763
2017-03-10,87.65,761
2017-03-11,87.65,761
2017-03-12,87.54,760
2017-03-13,87.65,761
2017-03-14,87.74,762
2017-03-15,88.26,767
2017-03-16,88.59,770
2017-03-17,88.74,771
2017-03-18,89.27,775
2017-03-19,89.46,777
2017-03-20,89.64,779
2017-03-21,89.65,779
2017-03-22,89.65,779
2017-03-23,89.63,779
2017-03-24,89.56,778
2017-03-25,89.48,777
2017-03-26,89.41,777
2017-03-27,89.38,776
2017-03-28,89.32,776
2017-03-29,89.2,775
2017-03-30,89.2,775
2017-03-31,89.04,773
2017-04-01,88.89,772
2017-04-02,88.79,771
2017-04-03,88.74,771
2017-04-04,88.57,769
2017-04-05,88.48,769
2017-04-06,88.33,767
2017-04-07,88.28,767
2017-04-08,88.13,766
2017-04-09,88.02,765
2017-04-10,87.94,764
2017-04-11,87.7,762
2017-04-12,87.57,761
2017-04-13,87.46,760
2017-04-14,87.42,759
2017-04-15,87.38,759
2017-04-16,87.24,758
2017-04-17,87.12,757
2017-04-18,87.42,759
2017-04-19,87.48,760
2017-04-20,87.5,760
2017-04-21,87.72,762
2017-04-22,87.72,762
2017-04-23,87.68,762
2017-04-24,87.62,761
2017-04-25,87.53,760
2017-04-26,87.44,760
2017-04-27,87.36,759
2017-04-28,87.3,758
2017-04-29,87.11,757
2017-04-30,86.87,755
2017-05-01,86.58,752
2017-05-02,86.46,751
2017-05-03,86.22,749
2017-05-04,86.2,749
2017-05-05,85.96,747
2017-05-06,85.83,746
2017-05-07,85.87,746
2017-05-08,85.91,746
2017-05-09,85.82,745
2017-05-10,85.75,745
2017-05-11,85.6,744
2017-05-12,85.54,743
2017-05-13,85.47,742
2017-05-14,85.26,741
2017-05-15,85.11,739
2017-05-16,84.88,737
2017-05-17,84.68,736
2017-05-18,84.4,733
2017-05-19,84.11,731
2017-05-20,83.97,729
2017-05-21,83.7,727
2017-05-22,83.54,726
2017-05-23,83.43,725
2017-05-24,83.14,722
2017-05-25,82.9,720
2017-05-26,82.71,718
2017-05-27,82.57,717
2017-05-28,82.35,715
2017-05-29,82.15,714
2017-05-30,81.95,712
2017-05-31,81.85,711
2017-06-01,81.69,710
2017-06-02,81.52,708
2017-06-03,81.35,707
2017-06-04,81.22,706
2017-06-05,81.03,704
2017-06-06,80.81,702
2017-06-07,80.65,701
2017-06-08,80.48,699
2017-06-09,80.37,698
2017-06-10,80.33,698
2017-06-11,80.4,698
2017-06-12,80.16,696
2017-06-13,80.01,695
2017-06-14,79.84,694
2017-06-15,79.66,692
2017-06-16,79.53,691
2017-06-17,79.32,689
2017-06-18,79.18,688
2017-06-19,79.15,688
2017-06-20,79.34,689
2017-06-21,79.35,689
2017-06-22,79.31,689
2017-06-23,79.22,688
2017-06-24,79.03,687
2017-06-25,78.89,685
2017-06-26,78.71,684
2017-06-27,78.53,682
2017-06-28,78.34,681
2017-06-29,78.13,679
2017-06-30,77.86,676
2017-07-01,77.63,674
2017-07-02,77.38,672
2017-07-03,77.12,670
2017-07-04,76.8,667
2017-07-05,76.56,665
2017-07-06,76.28,663
2017-07-07,76.03,660
2017-07-08,75.75,658
2017-07-09,75.52,656
2017-07-10,75.3,654
2017-07-11,75.03,652
2017-07-12,74.83,650
2017-07-13,74.54,648
2017-07-14,74.34,646
2017-07-15,73.99,643
2017-07-16,73.67,640
2017-07-17,73.31,637
2017-07-18,73.12,635
2017-07-19,74.06,643
2017-07-20,73.89,642
2017-07-21,73.7,640
2017-07-22,73.58,639
2017-07-23,73.31,637
2017-07-24,72.97,634
2017-07-25,72.72,632
2017-07-26,72.42,629
2017-07-27,72.08,626
2017-07-28,71.88,624
2017-07-29,71.73,623
2017-07-30,71.42,620
2017-07-31,71.17,618
2017-08-01,70.67,614
2017-08-02,70.38,611
2017-08-03,70.09,609
2017-08-04,69.78,606
2017-08-05,69.49,604
2017-08-06,69.21,601
2017-08-07,68.91,599
2017-08-08,68.59,596
2017-08-09,68.33,594
2017-08-10,67.95,590
2017-08-11,67.69,588
2017-08-12,67.32,585
2017-08-13,67.16,583
2017-08-14,66.82,580
2017-08-15,66.35,576
2017-08-16,66.06,574
2017-08-17,66.21,575
2017-08-18,65.92,573
2017-08-19,65.63,570
2017-08-20,65.48,569
2017-08-21,65.36,568
2017-08-22,65.06,565
2017-08-23,64.7,562
2017-08-24,64.47,560
2017-08-25,64.27,558
2017-08-26,63.96,556
2017-08-27,63.59,552
2017-08-28,63.36,550
2017-08-29,63.07,548
2017-08-30,62.89,546
2017-08-31,62.66,544
2017-09-01,62.38,542
2017-09-02,62.13,540
2017-09-03,61.78,537
2017-09-04,61.57,535
2017-09-05,61.25,532
2017-09-06,60.9,529
2017-09-07,60.65,527
2017-09-08,60.51,526
2017-09-09,60.22,523
2017-09-10,59.93,521
2017-09-11,59.67,518
2017-09-12,59.36,516
2017-09-13,58.95,512
2017-09-14,58.62,509
2017-09-15,58.29,506
2017-09-16,57.99,504
2017-09-17,57.65,501
2017-09-18,57.33,498
2017-09-19,56.94,495
2017-09-20,56.65,492
2017-09-21,56.29,489
2017-09-22,56.08,487
2017-09-23,55.72,484
2017-09-24,55.37,481
2017-09-25,55.04,478
2017-09-26,54.72,475
2017-09-27,54.69,475
2017-09-28,54.66,475
2017-09-29,54.64,475
2017-09-30,54.35,472
2017-10-01,55.65,483
2017-10-02,56.15,488
2017-10-03,56.13,488
2017-10-04,55.99,486
2017-10-05,55.69,484
2017-10-06,55.51,482
2017-10-07,55.27,480
2017-10-08,55.01,478
2017-10-09,54.77,476
2017-10-10,54.49,473
2017-10-11,54.23,471
2017-10-12,54.01,469
2017-10-13,53.71,467
2017-10-14,53.38,464
2017-10-15,53.17,462
2017-10-16,52.95,460
2017-10-17,52.66,457
2017-10-18,52.4,455
2017-10-19,52.14,453
2017-10-20,51.94,451
2017-10-21,51.69,449
2017-10-22,51.43,447
2017-10-23,51.14,444
2017-10-24,50.8,441
2017-10-25,50.67,440
2017-10-26,55.37,481
2017-10-27,56.23,488
2017-10-28,56.66,492
2017-10-29,56.68,492
2017-10-30,56.61,492
2017-10-31,56.56,491
2017-11-01,56.6,492
2017-11-02,56.52,491
2017-11-03,56.4,490
2017-11-04,56.36,490
2017-11-05,56.26,489
2017-11-06,56.21,488
2017-11-07,56.32,489
2017-11-08,56.3,489
2017-11-09,56.2,488
2017-11-10,55.96,486
2017-11-11,55.65,483
2017-11-12,55.36,481
2017-11-13,55.25,480
2017-11-14,54.98,478
2017-11-15,54.76,476
2017-11-16,54.51,474
2017-11-17,54.38,472
2017-11-18,54.19,471
2017-11-19,54.01,469
2017-11-20,54.16,470
2017-11-21,55.09,479
2017-11-22,55.36,481
2017-11-23,55.41,481
2017-11-24,55.35,481
2017-11-25,55.22,480
2017-11-26,55.09,479
2017-11-27,54.93,477
2017-11-28,54.79,476
2017-11-29,54.75,476
2017-11-30,54.62,474
2017-12-01,54.53,474
2017-12-02,54.56,474
2017-12-03,54.54,474
2017-12-04,54.48,473
2017-12-05,54.61,474
2017-12-06,54.71,475
2017-12-07,54.8,476
2017-12-08,54.93,477
