DATE,GENERAL_DAM_OCCUPANCY_RATE,GENERAL_DAM_RESERVED_WATER
2009-02-12,57.6,500
2009-02-13,60.29,524
2009-02-14,62.46,543
2009-02-15,66.25,576
2009-02-16,67.79,589
2009-02-17,68.88,598
2009-02-18,69.59,604
2009-02-19,70.05,608
2009-02-20,70.7,614
2009-02-21,71.89,625
2009-02-22,72.42,629
2009-02-23,73.16,636
2009-02-24,74.26,645
2009-02-25,75.16,653
2009-02-26,76.02,660
2009-02-27,77.19,671
2009-02-28,78.13,679
2009-03-01,78.78,684
2009-03-02,79.27,689
2009-03-03,79.63,692
2009-03-04,79.97,695
2009-03-05,80.22,697
2009-03-06,80.5,699
2009-03-07,80.88,703
2009-03-08,82.72,719
2009-03-09,83.74,727
2009-03-10,84.16,731
2009-03-11,84.99,738
2009-03-12,85.68,744
2009-03-13,86.58,752
2009-03-14,87.92,764
2009-03-15,89,773
2009-03-16,89.7,779
2009-03-17,90.05,782
2009-03-18,90.35,785
2009-03-19,90.63,787
2009-03-20,91.38,794
2009-03-21,91.85,798
2009-03-22,92.31,802
2009-03-23,93.18,809
2009-03-24,93.77,815
2009-03-25,94,817
2009-03-26,94.6,822
2009-03-27,95.52,830
2009-03-28,96.04,834
2009-03-29,96.45,838
2009-03-30,96.5,838
2009-03-31,96.44,838
2009-04-01,96.84,841
2009-04-02,96.96,842
2009-04-03,97.06,843
2009-04-04,97.08,843
2009-04-05,97.1,843
2009-04-06,97.13,844
2009-04-07,97.26,845
2009-04-08,97.27,845
2009-04-09,97.32,845
2009-04-10,97.3,845
2009-04-11,97.41,846
2009-04-12,97.26,845
2009-04-13,97.25,845
2009-04-14,97.21,844
2009-04-15,97.21,844
2009-04-16,97.12,844
2009-04-17,97.09,843
2009-04-18,97.02,843
2009-04-19,97.01,843
2009-04-20,96.9,842
2009-04-21,96.78,841
2009-04-22,96.76,841
2009-04-23,97.11,844
2009-04-24,97.23,845
2009-04-25,97.3,845
2009-04-26,97.21,844
2009-04-27,97.2,844
2009-04-28,97.2,844
2009-04-29,97.07,843
2009-04-30,96.93,842
2009-05-01,96.99,843
2009-05-02,97.16,844
2009-05-03,97.18,844
2009-05-04,97.33,846
2009-05-05,97.29,845
2009-05-06,97.27,845
2009-05-07,97.24,845
2009-05-08,97.17,844
2009-05-09,97.15,844
2009-05-10,97.09,843
2009-05-11,97.02,843
2009-05-12,96.97,842
2009-05-13,96.81,841
2009-05-14,96.69,840
2009-05-15,96.47,838
2009-05-16,96.36,837
2009-05-17,96.21,836
2009-05-18,96.06,834
2009-05-19,95.87,833
2009-05-20,95.63,831
2009-05-21,95.55,830
2009-05-22,95.47,829
2009-05-23,95.36,828
2009-05-24,95.26,827
2009-05-25,95.1,826
2009-05-26,94.97,825
2009-05-27,94.82,824
2009-05-28,94.64,822
2009-05-29,94.49,821
2009-05-30,94.31,819
2009-05-31,94.23,819
2009-06-01,94.06,817
2009-06-02,93.87,815
2009-06-03,93.71,814
2009-06-04,93.54,813
2009-06-05,93.41,811
2009-06-06,93.19,810
2009-06-07,93.02,808
2009-06-08,92.9,807
2009-06-09,92.72,805
2009-06-10,92.53,804
2009-06-11,92.36,802
2009-06-12,92.15,800
2009-06-13,92.01,799
2009-06-14,91.82,798
2009-06-15,91.63,796
2009-06-16,91.48,795
2009-06-17,91.3,793
2009-06-18,91.09,791
2009-06-19,90.91,790
2009-06-20,90.78,789
2009-06-21,90.6,787
2009-06-22,90.35,785
2009-06-23,90.19,783
2009-06-24,90,782
2009-06-25,89.79,780
2009-06-26,89.58,778
2009-06-27,89.37,776
2009-06-28,89.14,774
2009-06-29,88.97,773
2009-06-30,88.74,771
2009-07-01,88.54,769
2009-07-02,88.38,768
2009-07-03,88.17,766
2009-07-04,87.95,764
2009-07-05,87.79,763
2009-07-06,87.62,761
2009-07-07,87.39,759
2009-07-08,87.18,757
2009-07-09,86.95,755
2009-07-10,86.77,754
2009-07-11,86.56,752
2009-07-12,86.43,751
2009-07-13,86.26,749
2009-07-14,86.02,747
2009-07-15,85.78,745
2009-07-16,85.61,744
2009-07-17,85.36,742
2009-07-18,85.17,740
2009-07-19,84.93,738
2009-07-20,84.74,736
2009-07-21,84.44,733
2009-07-22,84.26,732
2009-07-23,84.03,730
2009-07-24,83.84,728
2009-07-25,83.56,726
2009-07-26,83.37,724
2009-07-27,83.18,723
2009-07-28,82.92,720
2009-07-29,82.78,719
2009-07-30,82.52,717
2009-07-31,82.36,715
2009-08-01,82.19,714
2009-08-02,81.95,712
2009-08-03,81.73,710
2009-08-04,81.54,708
2009-08-05,81.32,706
2009-08-06,81.1,705
2009-08-07,80.92,703
2009-08-08,80.81,702
2009-08-09,80.57,700
2009-08-10,80.33,698
2009-08-11,80.18,696
2009-08-12,79.95,694
2009-08-13,79.75,693
2009-08-14,79.51,691
2009-08-15,79.28,689
2009-08-16,79.04,687
2009-08-17,78.84,685
2009-08-18,78.62,683
2009-08-19,78.39,681
2009-08-20,78.22,679
2009-08-21,77.88,677
2009-08-22,77.64,674
2009-08-23,77.38,672
2009-08-24,77.15,670
2009-08-25,76.89,668
2009-08-26,76.61,666
2009-08-27,76.36,663
2009-08-28,76.11,661
2009-08-29,75.86,659
2009-08-30,75.64,657
2009-08-31,75.38,655
2009-09-01,75.28,654
2009-09-02,75.34,654
2009-09-03,75.12,653
2009-09-04,74.91,651
2009-09-05,74.77,650
2009-09-06,74.59,648
2009-09-07,74.36,646
2009-09-08,75.13,653
2009-09-09,85.14,740
2009-09-10,88.23,766
2009-09-11,84.68,736
2009-09-12,84.83,737
2009-09-13,86.3,750
2009-09-14,86.61,752
2009-09-15,86.73,753
2009-09-16,86.74,753
2009-09-17,86.58,752
2009-09-18,86.37,750
2009-09-19,86.28,750
2009-09-20,86.25,749
2009-09-21,86.41,751
2009-09-22,86.54,752
2009-09-23,86.54,752
2009-09-24,86.33,750
2009-09-25,86.2,749
2009-09-26,86.01,747
2009-09-27,85.79,745
2009-09-28,85.44,742
2009-09-29,85.22,740
2009-09-30,84.98,738
2009-10-01,84.88,737
2009-10-02,84.68,736
2009-10-03,84.51,734
2009-10-04,84.36,733
2009-10-05,84.32,732
2009-10-06,84.37,733
2009-10-07,84.13,731
2009-10-08,83.9,729
2009-10-09,83.73,727
2009-10-10,83.6,726
2009-10-11,83.36,724
2009-10-12,83.32,724
2009-10-13,82.98,721
2009-10-14,82.8,719
2009-10-15,82.42,716
2009-10-16,82.33,715
2009-10-17,82.6,718
2009-10-18,83.04,721
2009-10-19,82.59,717
2009-10-20,82.24,714
2009-10-21,82.16,714
2009-10-22,81.97,712
2009-10-23,81.81,711
2009-10-24,81.62,709
2009-10-25,81.39,707
2009-10-26,81.17,705
2009-10-27,81.06,704
2009-10-28,80.89,703
2009-10-29,80.8,702
2009-10-30,80.92,703
2009-10-31,80.76,702
2009-11-01,85.78,745
2009-11-02,86.93,755
2009-11-03,87.16,757
2009-11-04,87.39,759
2009-11-05,88.15,766
2009-11-06,88.3,767
2009-11-07,88.13,766
2009-11-08,87.94,764
2009-11-09,87.75,762
2009-11-10,87.67,762
2009-11-11,87.72,762
2009-11-12,87.93,764
2009-11-13,88.05,765
2009-11-14,88.05,765
2009-11-15,87.94,764
2009-11-16,88.05,765
2009-11-17,87.67,762
2009-11-18,87.42,759
2009-11-19,87.22,758
2009-11-20,87.23,758
2009-11-21,87.06,756
2009-11-22,87.02,756
2009-11-23,86.95,755
2009-11-24,86.8,754
2009-11-25,86.71,753
2009-11-26,86.5,751
2009-11-27,86.34,750
2009-11-28,86.29,750
2009-11-29,85.98,747
2009-11-30,86.01,747
2009-12-01,85.99,747
2009-12-02,85.99,747
2009-12-03,85.66,744
2009-12-04,85.6,744
2009-12-05,85.48,743
2009-12-06,85.34,741
2009-12-07,85.5,743
2009-12-08,85.49,743
2009-12-09,85.26,741
2009-12-10,84.79,737
2009-12-11,84.79,737
2009-12-12,86.89,755
2009-12-13,88,764
2009-12-14,89.47,777
2009-12-15,89.72,779
2009-12-16,89.6,778
2009-12-17,89.55,778
2009-12-18,89.58,778
2009-12-19,91.05,791
2009-12-20,90.42,785
2009-12-21,92.12,800
2009-12-22,91.58,796
2009-12-23,91.53,795
2009-12-24,91.75,797
2009-12-25,91.74,797
2009-12-26,91.69,797
2009-12-27,91.73,797
2009-12-28,91.58,796
2009-12-29,91.92,798
2009-12-30,91.97,799
2009-12-31,92,799
2010-01-01,92.01,799
2010-01-02,92.01,799
2010-01-03,92.65,805
2010-01-04,93.32,811
2010-01-05,93.77,815
2010-01-06,93.88,816
2010-01-07,94.04,817
2010-01-08,94.09,817
2010-01-09,94.12,818
2010-01-10,94.01,817
2010-01-11,94.17,818
2010-01-12,94.14,818
2010-01-13,94.17,818
2010-01-14,94.82,824
2010-01-15,94.26,819
2010-01-16,94.31,819
2010-01-17,94.48,821
2010-01-18,94.33,819
2010-01-19,95.08,826
2010-01-20,94.7,823
2010-01-21,94.61,822
2010-01-22,95.03,826
2010-01-23,96.75,840
2010-01-24,96.85,841
2010-01-25,96.41,837
2010-01-26,96.45,838
2010-01-27,96.15,835
2010-01-28,96.41,837
2010-01-29,96.67,840
2010-01-30,96.6,839
2010-01-31,97.14,844
2010-02-01,97.45,847
2010-02-02,95.94,833
2010-02-03,95.89,833
2010-02-04,96.01,834
2010-02-05,96.17,835
2010-02-06,96.46,838
2010-02-07,96.56,839
2010-02-08,97.15,844
2010-02-09,96.88,842
2010-02-10,97.01,843
2010-02-11,96.76,841
2010-02-12,96.84,841
2010-02-13,96.74,840
2010-02-14,96.81,841
2010-02-15,96.45,838
2010-02-16,96.58,839
2010-02-17,96.72,840
2010-02-18,96.67,840
2010-02-19,97.15,844
2010-02-20,97.19,844
2010-02-21,97.09,843
2010-02-22,97.21,844
2010-02-23,97.24,845
2010-02-24,97.26,845
2010-02-25,97.52,847
2010-02-26,97.87,850
2010-02-27,97.49,847
2010-02-28,97.47,847
2010-03-01,97.69,849
2010-03-02,97.73,849
2010-03-03,97.84,850
2010-03-04,97.99,851
2010-03-05,98.5,856
2010-03-06,98.5,856
2010-03-07,98.14,853
2010-03-08,98.26,854
2010-03-09,98.6,857
2010-03-10,98.43,855
2010-03-11,98.81,858
2010-03-12,98.82,858
2010-03-13,98.97,860
2010-03-14,98.87,859
2010-03-15,98.89,859
2010-03-16,98.93,859
2010-03-17,98.92,859
2010-03-18,98.94,859
2010-03-19,99.09,861
2010-03-20,99.06,860
2010-03-21,99.12,861
2010-03-22,99.16,861
2010-03-23,99.11,861
2010-03-24,99.09,861
2010-03-25,99.09,861
2010-03-26,99,860
2010-03-27,98.97,860
2010-03-28,98.84,859
2010-03-29,98.86,859
2010-03-30,98.97,860
2010-03-31,98.97,860
2010-04-01,98.95,860
2010-04-02,98.93,859
2010-04-03,98.82,858
2010-04-04,98.76,858
2010-04-05,98.71,857
2010-04-06,98.54,856
2010-04-07,98.51,856
2010-04-08,98.97,860
2010-04-09,99.01,860
2010-04-10,98.96,860
2010-04-11,98.93,859
2010-04-12,98.82,858
2010-04-13,98.79,858
2010-04-14,98.64,857
2010-04-15,98.49,856
2010-04-16,98.44,855
2010-04-17,98.36,854
2010-04-18,98.36,854
2010-04-19,98.22,853
2010-04-20,98.32,854
2010-04-21,98.44,855
2010-04-22,98.4,855
2010-04-23,98.28,854
2010-04-24,98.21,853
2010-04-25,98.18,853
2010-04-26,97.89,850
2010-04-27,97.74,849
2010-04-28,97.49,847
2010-04-29,97.33,845
2010-04-30,97.13,844
2010-05-01,96.91,842
2010-05-02,96.67,840
2010-05-03,96.4,837
2010-05-04,96.42,838
2010-05-05,96.08,835
2010-05-06,95.9,833
2010-05-07,95.67,831
2010-05-08,95.38,829
2010-05-09,95.25,827
2010-05-10,95.04,826
2010-05-11,94.86,824
2010-05-12,94.62,822
2010-05-13,94.46,821
2010-05-14,94.3,819
2010-05-15,94.08,817
2010-05-16,93.81,815
2010-05-17,93.5,812
2010-05-18,93.23,810
2010-05-19,93.04,808
2010-05-20,92.87,807
2010-05-21,92.76,806
2010-05-22,92.64,805
2010-05-23,92.56,804
2010-05-24,92.54,804
2010-05-25,92.31,802
2010-05-26,92.17,801
2010-05-27,91.9,798
2010-05-28,91.7,797
2010-05-29,91.43,794
2010-05-30,91.21,792
2010-05-31,90.95,790
2010-06-01,90.79,789
2010-06-02,90.61,787
2010-06-03,90.47,786
2010-06-04,90.21,784
2010-06-05,90.07,782
2010-06-06,89.91,781
2010-06-07,90.65,787
2010-06-08,91.57,795
2010-06-09,92.58,804
2010-06-10,92.58,804
2010-06-11,92.47,803
2010-06-12,92.15,800
2010-06-13,91.88,798
2010-06-14,91.71,797
2010-06-15,91.43,794
2010-06-16,91.22,792
2010-06-17,90.95,790
2010-06-18,90.66,788
2010-06-19,90.37,785
2010-06-20,89.96,782
2010-06-21,89.82,780
2010-06-22,89.46,777
2010-06-23,89.41,777
2010-06-24,89.35,776
2010-06-25,89.14,774
2010-06-26,88.97,773
2010-06-27,88.77,771
2010-06-28,88.49,769
2010-06-29,88.18,766
2010-06-30,87.93,764
2010-07-01,87.9,764
2010-07-02,87.66,761
2010-07-03,87.44,760
2010-07-04,87.14,757
2010-07-05,86.81,754
2010-07-06,86.56,752
2010-07-07,86.26,749
2010-07-08,86.03,747
2010-07-09,86.09,748
2010-07-10,86.75,754
2010-07-11,86.61,752
2010-07-12,86.26,749
2010-07-13,86.14,748
2010-07-14,85.84,746
2010-07-15,85.56,743
2010-07-16,85.38,742
2010-07-17,85.09,739
2010-07-18,84.81,737
2010-07-19,84.56,735
2010-07-20,84.28,732
2010-07-21,84.38,733
2010-07-22,84.27,732
2010-07-23,83.98,730
2010-07-24,83.75,728
2010-07-25,83.46,725
2010-07-26,83.12,722
2010-07-27,82.98,721
2010-07-28,82.71,719
2010-07-29,82.4,716
2010-07-30,82.12,713
2010-07-31,81.84,711
2010-08-01,81.58,709
2010-08-02,81.36,707
2010-08-03,81.08,704
2010-08-04,80.77,702
2010-08-05,80.53,700
2010-08-06,80.21,697
2010-08-07,79.88,694
2010-08-08,79.69,692
2010-08-09,79.38,690
2010-08-10,79,686
2010-08-11,78.63,683
2010-08-12,78.3,680
2010-08-13,77.98,677
2010-08-14,77.64,674
2010-08-15,77.36,672
2010-08-16,77.07,669
2010-08-17,76.77,667
2010-08-18,76.47,664
2010-08-19,76.14,661
2010-08-20,75.82,659
2010-08-21,75.39,655
2010-08-22,74.99,651
2010-08-23,74.63,648
2010-08-24,74.34,646
2010-08-25,74,643
2010-08-26,73.7,640
2010-08-27,73.41,638
2010-08-28,73.14,635
2010-08-29,72.84,633
2010-08-30,72.51,630
2010-08-31,72.08,626
2010-09-01,71.88,624
2010-09-02,71.52,621
2010-09-03,71.23,619
2010-09-04,70.88,616
2010-09-05,70.75,615
2010-09-06,70.51,613
2010-09-07,70.22,610
2010-09-08,69.98,608
2010-09-09,69.66,605
2010-09-10,69.42,603
2010-09-11,69.26,602
2010-09-12,69.05,600
2010-09-13,68.94,599
2010-09-14,68.69,597
2010-09-15,68.43,594
2010-09-16,68.13,592
2010-09-17,67.92,590
2010-09-18,67.68,588
2010-09-19,67.46,586
2010-09-20,67.16,583
2010-09-21,66.94,581
2010-09-22,66.68,579
2010-09-23,66.31,576
2010-09-24,66.04,574
2010-09-25,65.74,571
2010-09-26,65.52,569
2010-09-27,65.26,567
2010-09-28,65.03,565
2010-09-29,64.8,563
2010-09-30,64.58,561
2010-10-01,64.37,559
2010-10-02,64.06,556
2010-10-03,63.82,554
2010-10-04,63.57,552
2010-10-05,63.31,550
2010-10-06,63.03,548
2010-10-07,62.85,546
2010-10-08,62.91,547
2010-10-09,64.18,558
2010-10-10,63.93,555
2010-10-11,63.73,554
2010-10-12,63.47,551
2010-10-13,63.3,550
2010-10-14,63.53,552
2010-10-15,64.82,563
2010-10-16,65.43,568
2010-10-17,65.3,567
2010-10-18,65.21,566
2010-10-19,65.11,566
2010-10-20,65,565
2010-10-21,64.86,563
2010-10-22,64.69,562
2010-10-23,64.51,560
2010-10-24,64.28,558
2010-10-25,64.11,557
2010-10-26,63.93,555
2010-10-27,63.86,555
2010-10-28,64.64,562
2010-10-29,71.5,621
2010-10-30,74.19,644
2010-10-31,74.58,648
2010-11-01,74.57,648
2010-11-02,74.5,647
2010-11-03,74.31,645
2010-11-04,74.03,643
2010-11-05,73.91,642
2010-11-06,73.77,641
2010-11-07,73.62,640
2010-11-08,73.37,637
2010-11-09,73.17,636
2010-11-10,73,634
2010-11-11,72.78,632
2010-11-12,72.64,631
2010-11-13,72.51,630
2010-11-14,72.3,628
2010-11-15,72.14,627
2010-11-16,71.91,625
2010-11-17,71.74,623
2010-11-18,71.53,621
2010-11-19,71.35,620
2010-11-20,71.22,619
2010-11-21,70.98,617
2010-11-22,70.77,615
2010-11-23,70.58,613
2010-11-24,70.56,613
2010-11-25,70.53,613
2010-11-26,70.45,612
2010-11-27,70.97,617
2010-11-28,71.16,618
2010-11-29,71.06,617
2010-11-30,71.29,619
2010-12-01,71.05,617
2010-12-02,70.78,615
2010-12-03,70.57,613
2010-12-04,70.32,611
2010-12-05,70.21,610
2010-12-06,70.1,609
2010-12-07,69.81,606
2010-12-08,69.49,604
2010-12-09,69.34,602
2010-12-10,69.56,604
2010-12-11,71.57,622
2010-12-12,73.2,636
2010-12-13,73.63,640
2010-12-14,74.14,644
2010-12-15,74.53,647
2010-12-16,74.72,649
2010-12-17,76.64,666
2010-12-18,78.37,681
2010-12-19,78.95,686
2010-12-20,79.43,690
2010-12-21,79.66,692
2010-12-22,79.83,693
2010-12-23,79.72,693
2010-12-24,79.74,693
2010-12-25,79.67,692
2010-12-26,79.79,693
2010-12-27,80.4,698
2010-12-28,81.94,712
2010-12-29,82.52,717
2010-12-30,83.47,725
2010-12-31,83.79,728
2011-01-01,83.85,728
2011-01-02,83.8,728
2011-01-03,83.76,728
2011-01-04,83.96,729
2011-01-05,84.5,734
2011-01-06,84.87,737
2011-01-07,85.04,739
2011-01-08,85.13,739
2011-01-09,85.17,740
2011-01-10,85.15,740
2011-01-11,85.09,739
2011-01-12,85,738
2011-01-13,84.99,738
2011-01-14,84.91,738
2011-01-15,84.83,737
2011-01-16,84.75,736
2011-01-17,85.03,739
2011-01-18,85.04,739
2011-01-19,85.03,739
2011-01-20,84.99,738
2011-01-21,84.86,737
2011-01-22,84.88,737
2011-01-23,84.85,737
2011-01-24,84.95,738
2011-01-25,85.48,743
2011-01-26,87.05,756
2011-01-27,88.21,766
2011-01-28,88.73,771
2011-01-29,88.96,773
2011-01-30,89.23,775
2011-01-31,89.79,780
2011-02-01,90.21,784
2011-02-02,90.33,785
2011-02-03,90.55,787
2011-02-04,90.85,789
2011-02-05,90.99,790
2011-02-06,91.07,791
2011-02-07,91.19,792
2011-02-08,91.17,792
2011-02-09,91.16,792
2011-02-10,91.23,792
2011-02-11,91.25,793
2011-02-12,91.16,792
2011-02-13,91.21,792
2011-02-14,91.2,792
2011-02-15,91.08,791
2011-02-16,91.02,791
2011-02-17,90.89,790
2011-02-18,90.72,788
2011-02-19,90.76,788
2011-02-20,90.78,789
2011-02-21,90.73,788
2011-02-22,90.54,787
2011-02-23,90.71,788
2011-02-24,91.17,792
2011-02-25,91.65,796
2011-02-26,91.95,799
2011-02-27,92.36,802
2011-02-28,92.67,805
2011-03-01,92.85,807
2011-03-02,93.01,808
2011-03-03,93.04,808
2011-03-04,93.14,809
2011-03-05,93.26,810
2011-03-06,93.14,809
2011-03-07,93.07,808
2011-03-08,93.08,809
2011-03-09,93.1,809
2011-03-10,92.95,807
2011-03-11,93.05,808
2011-03-12,93.38,811
2011-03-13,93.73,814
2011-03-14,94,817
2011-03-15,94.09,817
2011-03-16,94.19,818
2011-03-17,94.19,818
2011-03-18,94.04,817
2011-03-19,94.03,817
2011-03-20,94.15,818
2011-03-21,94.27,819
2011-03-22,94.36,820
2011-03-23,94.43,820
2011-03-24,94.45,820
2011-03-25,94.41,820
2011-03-26,94.44,820
2011-03-27,94.45,820
2011-03-28,94.47,821
2011-03-29,94.33,819
2011-03-30,94.34,819
2011-03-31,94.32,819
2011-04-01,94.27,819
2011-04-02,94.34,820
2011-04-03,95.15,827
2011-04-04,94.81,824
2011-04-05,95.07,826
2011-04-06,95.2,827
2011-04-07,95.36,828
2011-04-08,95.36,828
2011-04-09,95.53,830
2011-04-10,95.6,830
2011-04-11,95.62,831
2011-04-12,95.7,831
2011-04-13,95.77,832
2011-04-14,95.74,832
2011-04-15,95.87,833
2011-04-16,95.96,834
2011-04-17,95.98,834
2011-04-18,96.15,835
2011-04-19,96.6,839
2011-04-20,96.65,840
2011-04-21,96.9,842
2011-04-22,97.07,843
2011-04-23,97.1,843
2011-04-24,97.19,844
2011-04-25,97.19,844
2011-04-26,97.23,845
2011-04-27,97.28,845
2011-04-28,97.41,846
2011-04-29,97.35,846
2011-04-30,97.36,846
2011-05-01,97.34,846
2011-05-02,97.36,846
2011-05-03,97.3,845
2011-05-04,97.42,846
2011-05-05,97.71,849
2011-05-06,97.4,846
2011-05-07,97.63,848
2011-05-08,97.59,848
2011-05-09,97.33,846
2011-05-10,97.21,844
2011-05-11,97.09,843
2011-05-12,96.95,842
2011-05-13,96.75,840
2011-05-14,96.54,839
2011-05-15,96.3,837
2011-05-16,96.26,836
2011-05-17,96.16,835
2011-05-18,95.86,833
2011-05-19,95.73,832
2011-05-20,95.6,830
2011-05-21,95.52,830
2011-05-22,95.38,829
2011-05-23,95.14,826
2011-05-24,94.92,825
2011-05-25,94.9,824
2011-05-26,94.7,823
2011-05-27,94.53,821
2011-05-28,94.29,819
2011-05-29,94.19,818
2011-05-30,93.98,816
2011-05-31,93.85,815
2011-06-01,93.61,813
2011-06-02,93.43,812
2011-06-03,93.28,810
2011-06-04,93.19,810
2011-06-05,92.95,807
2011-06-06,92.72,805
2011-06-07,92.47,803
2011-06-08,92.25,801
2011-06-09,92.08,800
2011-06-10,91.87,798
2011-06-11,91.83,798
2011-06-12,91.95,799
2011-06-13,91.36,794
2011-06-14,91.26,793
2011-06-15,91.14,792
2011-06-16,90.84,789
2011-06-17,90.7,788
2011-06-18,90.42,785
2011-06-19,90.17,783
2011-06-20,89.96,781
2011-06-21,89.72,779
2011-06-22,89.39,776
2011-06-23,89.12,774
2011-06-24,88.9,772
2011-06-25,88.58,769
2011-06-26,88.33,767
2011-06-27,88.14,766
2011-06-28,87.96,764
2011-06-29,87.7,762
2011-06-30,87.43,760
2011-07-01,87.33,759
2011-07-02,87.21,758
2011-07-03,87.08,756
2011-07-04,86.79,754
2011-07-05,86.46,751
2011-07-06,86.2,749
2011-07-07,85.86,746
2011-07-08,85.48,743
2011-07-09,85.23,740
2011-07-10,84.94,738
2011-07-11,84.63,735
2011-07-12,84.3,732
2011-07-13,84.04,730
2011-07-14,83.74,727
2011-07-15,83.41,725
2011-07-16,83.14,722
2011-07-17,82.79,719
2011-07-18,82.47,716
2011-07-19,82.15,714
2011-07-20,81.85,711
2011-07-21,81.5,708
2011-07-22,81.19,705
2011-07-23,80.91,703
2011-07-24,80.56,700
2011-07-25,80.21,697
2011-07-26,79.91,694
2011-07-27,79.6,691
2011-07-28,79.28,689
2011-07-29,78.91,685
2011-07-30,78.63,683
2011-07-31,78.31,680
2011-08-01,77.94,677
2011-08-02,77.71,675
2011-08-03,77.39,672
2011-08-04,77.04,669
2011-08-05,76.69,666
2011-08-06,76.33,663
2011-08-07,76.04,661
2011-08-08,75.74,658
2011-08-09,75.44,655
2011-08-10,75.04,652
2011-08-11,74.86,650
2011-08-12,74.88,651
2011-08-13,74.61,648
2011-08-14,74.38,646
2011-08-15,74.11,644
2011-08-16,73.86,642
2011-08-17,73.6,639
2011-08-18,73.31,637
2011-08-19,72.93,634
2011-08-20,72.7,632
2011-08-21,72.44,629
2011-08-22,72.03,626
2011-08-23,71.74,623
2011-08-24,71.42,620
2011-08-25,71.19,618
2011-08-26,70.81,615
2011-08-27,70.49,612
2011-08-28,70.2,610
2011-08-29,69.95,608
2011-08-30,69.59,605
2011-08-31,69.31,602
2011-09-01,69.03,600
2011-09-02,68.88,598
2011-09-03,68.74,597
2011-09-04,68.42,594
2011-09-05,68.18,592
2011-09-06,67.88,590
2011-09-07,67.56,587
2011-09-08,67.31,585
2011-09-09,67,582
2011-09-10,66.67,579
2011-09-11,66.44,577
2011-09-12,66.16,575
2011-09-13,65.85,572
2011-09-14,65.56,570
2011-09-15,65.25,567
2011-09-16,65.02,565
2011-09-17,64.69,562
2011-09-18,64.43,560
2011-09-19,64.16,557
2011-09-20,63.74,554
2011-09-21,63.45,551
2011-09-22,63.41,551
2011-09-23,63.19,549
2011-09-24,62.73,545
2011-09-25,62.53,543
2011-09-26,62.18,540
2011-09-27,61.87,537
2011-09-28,61.52,534
2011-09-29,61.2,532
2011-09-30,61.11,531
2011-10-01,60.83,528
2011-10-02,60.62,527
2011-10-03,60.37,524
2011-10-04,60,521
2011-10-05,59.74,519
2011-10-06,59.44,516
2011-10-07,59.17,514
2011-10-08,58.91,512
2011-10-09,58.64,509
2011-10-10,58.96,512
2011-10-11,61.28,532
2011-10-12,61.83,537
2011-10-13,61.75,536
2011-10-14,61.82,537
2011-10-15,61.68,536
2011-10-16,61.78,537
2011-10-17,61.88,538
2011-10-18,61.99,539
2011-10-19,61.96,538
2011-10-20,61.89,538
2011-10-21,61.71,536
2011-10-22,61.53,535
2011-10-23,61.36,533
2011-10-24,61.16,531
2011-10-25,60.95,529
2011-10-26,60.69,527
2011-10-27,60.51,526
2011-10-28,60.35,524
2011-10-29,60.17,523
2011-10-30,59.99,521
2011-10-31,59.76,519
2011-11-01,59.55,517
2011-11-02,59.29,515
2011-11-03,59.14,514
2011-11-04,58.92,512
2011-11-05,58.77,511
2011-11-06,58.56,509
2011-11-07,58.28,506
2011-11-08,58.18,505
2011-11-09,58.04,504
2011-11-10,57.79,502
2011-11-11,57.65,501
2011-11-12,57.56,500
2011-11-13,57.32,498
2011-11-14,57.12,496
2011-11-15,56.92,494
2011-11-16,56.73,493
2011-11-17,56.62,492
2011-11-18,56.49,491
2011-11-19,56.31,489
2011-11-20,56.18,488
2011-11-21,55.95,486
2011-11-22,55.78,485
2011-11-23,55.63,483
2011-11-24,55.54,482
2011-11-25,55.31,480
2011-11-26,55.12,479
2011-11-27,54.94,477
2011-11-28,54.74,475
2011-11-29,54.53,474
2011-11-30,54.39,472
2011-12-01,54.12,470
2011-12-02,53.97,469
2011-12-03,53.69,466
2011-12-04,53.5,465
2011-12-05,53.26,463
2011-12-06,53.06,461
2011-12-07,53.02,461
2011-12-08,53.23,462
2011-12-09,53.19,462
2011-12-10,53.04,461
2011-12-11,52.91,460
2011-12-12,52.85,459
2011-12-13,52.72,458
2011-12-14,52.63,457
2011-12-15,52.51,456
2011-12-16,52.36,455
2011-12-17,52.29,454
2011-12-18,52.36,455
2011-12-19,52.36,455
2011-12-20,52.52,456
2011-12-21,53.19,462
2011-12-22,53.56,465
2011-12-23,55.13,479
2011-12-24,58.98,512
2011-12-25,59.83,520
2011-12-26,60.23,523
2011-12-27,60.26,523
2011-12-28,60.3,524
2011-12-29,60.29,524
2011-12-30,60.28,524
2011-12-31,60.26,523
2012-01-01,60.58,526
2012-01-02,60.84,529
2012-01-03,60.87,529
2012-01-04,60.91,529
2012-01-05,61.01,530
2012-01-06,60.96,530
2012-01-07,61.04,530
2012-01-08,61.2,532
2012-01-09,61.87,537
2012-01-10,62.17,540
2012-01-11,62.42,542
2012-01-12,62.85,546
2012-01-13,63.07,548
2012-01-14,63.2,549
2012-01-15,63.42,551
2012-01-16,63.49,551
2012-01-17,63.64,553
2012-01-18,63.62,553
2012-01-19,63.65,553
2012-01-20,63.61,553
2012-01-21,63.76,554
2012-01-22,63.98,556
