"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-18","0.0",,"18.3","20.0",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-19","0.0",,"18.1","22.5","14.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-20","0.0",,"18.6","24.4","13.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-21","0.0",,"16.4","18.8",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-22","5.1",,"17.3","18.5","14.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-23","14.2",,"16.8","19.5",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-24","13.0",,"13.0","13.8",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-25","2.3",,"14.1","18.2","11.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-26","0.0",,"14.5","19.7","11.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-27","0.0",,"14.3","19.7",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-28","0.3",,"13.3","17.4","10.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-29","0.0",,"14.1","17.2","11.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-30","0.0",,"15.0","18.6",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-10-31","0.0",,"13.8","16.6",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-01","0.0",,"13.1","17.1",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-02","0.0",,"13.2","18.1",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-03","0.0",,"12.6","18.5","7.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-04","0.0",,"13.2","20.5","8.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-05","0.0",,"13.4","18.5","10.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-06","0.0",,"14.2","16.3","10.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-07","0.0",,"14.1","15.4",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-08","0.0",,"12.8","17.5","10.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-09","0.0",,"13.9","17.7","10.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-10","0.0",,"14.2","16.7","10.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-11","0.0",,"15.8","19.4",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-12","0.0",,"15.2","20.4","11.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-13","0.0",,"14.9","20.0","11.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-14","0.0",,"13.8","18.6","9.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-15","0.0",,"13.9","19.3",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-16","0.0",,"12.9","18.4","8.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-17","0.0",,"13.3","18.7",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-18","0.0",,"12.8","17.2","7.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-19","0.0",,"14.3","17.9",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-20","0.0",,"15.0","20.4","9.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-21","0.0",,"18.7","21.0","16.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-22","0.0",,"20.7","22.7","17.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-23","0.0",,"19.1","22.8",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-24","0.0",,"16.5","21.5","13.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-25","0.0",,"15.9","22.2","11.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-26","2.5",,"15.6","18.9","12.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-27","1.8",,"15.9","19.4","13.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-28","4.3",,"14.4",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-29","15.2",,"11.4","14.4",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-11-30","0.0",,"10.6","12.3","8.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-01","0.0",,"13.1","16.0","10.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-02","0.3",,"9.8",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-03","0.0",,"8.6","13.8",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-04","0.0",,"7.9","13.2","4.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-05","0.0",,"7.8","13.3","4.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-06","0.0",,"7.8","13.8","3.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-07","0.0",,"8.7","14.3","4.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-08","0.0",,"10.2","13.0","5.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-09","0.0",,"11.5","14.7",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-10","0.0",,"10.3","11.7",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-11","0.5",,"8.8","10.0",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-12","0.0",,"8.1","10.1",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-13","0.0",,"8.0","12.7","5.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-14","0.0",,"8.7","13.8","4.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-15","0.0",,"9.1","13.3",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-16","0.0",,"7.9","10.1","6.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-17","2.3",,"8.0","10.1","6.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-18","1.8",,"7.9","11.0",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-19","0.0",,"8.6","14.1","4.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-20","0.0",,"7.9","12.7",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-21","0.0",,"7.3","12.6","3.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-22","0.0",,"8.7","14.2","5.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-23","0.0",,"7.9","12.9","4.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-24","0.0",,"8.8","15.4","4.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-25","0.0",,"9.2","13.8","4.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-26","0.0",,"9.8","13.1",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-27","0.0",,"8.4","14.1","4.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-28","0.0",,"8.6","15.3","5.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-29","0.8",,"7.8","11.2","4.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-30","1.5",,"2.8","6.0",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2015-12-31","14.2","109.0","-0.9","1.2",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-01","11.9",,"0.4","6.1","-3.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-02","0.3","130.0","0.9","5.6","-3.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-03","0.5","119.0","1.4",,"-0.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-04","5.8",,"5.9",,"1.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-05","10.4",,"7.6","10.6",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-06","23.6",,"11.4","17.8","4.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-07","0.0",,"12.6","19.3",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-08","9.7",,"7.6","9.8","5.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-09","0.0",,"9.4","14.6","5.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-10","0.0",,"11.1","14.8","5.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-11","2.5",,"15.3","18.0","11.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-12","0.0",,"16.7",,"13.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-15",,,"9.4","12.6",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-16","0.0",,"12.5",,"8.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-17","0.0",,"10.1","18.7",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-18","43.2",,"0.7",,"0.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-19","4.3","30.0","0.6","4.1",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-20","0.0",,"2.6","6.6","-1.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-21","0.0",,"5.7","9.8","3.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-22","0.8",,"3.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-23","0.3",,"0.8","4.2",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-24","3.8","41.0","1.0","4.6","-1.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-25","0.0","10.0","0.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-26","0.0",,"1.9","3.4","-2.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-27","4.3",,"5.2","8.1","0.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-28","0.0",,"9.5","12.0","5.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-29","0.0",,"9.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-30","0.0",,"8.8",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-01-31","0.0",,"9.9","14.5","3.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-01","0.0",,"12.5","16.1","10.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-02","0.3",,"10.6",,"6.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-03","0.0",,"13.6","19.6","6.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-04","0.0",,"14.9","17.0","12.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-05","0.0",,"6.8",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-06","39.4",,"4.4","6.4","3.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-07","0.5",,"5.1","9.4",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-08","0.0",,"5.4",,"-0.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-09","0.0",,"6.3","11.4","2.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-10","0.0",,"10.7",,"3.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-11","0.3",,"11.7","14.6",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-12","6.1",,"12.0","15.4","9.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-13","8.6",,"14.6",,"11.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-14","0.5",,"15.5","19.3","12.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-15","0.0",,"17.1","23.4","12.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-16","0.0",,"17.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-17","0.0",,"13.4",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-18","0.0",,"9.6","14.2","7.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-19","0.3",,"9.0","10.4","8.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-20","0.0",,"8.3","9.8","7.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-21","2.8",,"6.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-22","0.5",,"7.9",,"3.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-23","0.0",,"11.8","18.9","5.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-24","0.0",,"13.2","16.1","10.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-25","23.9",,"9.0",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-26","0.0",,"11.1","16.4","6.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-27","13.0",,"12.4","17.7",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-28","1.3",,"10.5","15.0",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-02-29","0.0",,"10.3","13.9","7.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-01","0.0",,"15.5","25.3","8.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-02","7.9",,"13.6","20.4",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-03","30.2",,"10.8","13.5",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-04","4.3",,"12.6","17.1","9.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-05","6.1",,"10.1","13.3",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-06","0.0",,"11.8","18.0","6.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-07","0.0",,"14.1","22.9","8.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-08","0.0",,"14.9","19.7","8.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-09","0.0",,"14.3","21.3",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-10",,,"12.2",,"8.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-11","0.0",,"13.6",,"9.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-12","0.0",,"11.7","18.7",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-13","0.0",,"9.9","11.5","8.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-14","2.3",,"7.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-15","0.8",,"6.9","9.3","5.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-16","0.8",,"6.9","9.6","4.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-17","0.3",,"6.2","9.0",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-18","0.0",,"7.1","11.3","1.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-19","0.5",,"10.1","14.2","6.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-20","0.8",,"7.7","11.2",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-21","0.0",,"11.6","17.6","5.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-22","0.0",,"16.2","20.7","10.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-23",,,"18.2","23.7",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-24","0.5",,"15.0","19.6",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-25","10.9",,"8.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-26","17.8",,"6.4","10.0",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-27","0.0",,"7.0","10.5","3.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-28","0.0",,"7.6","11.3","4.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-29","0.3",,"10.3","15.3","4.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-30","0.3",,"13.3","17.5","9.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-03-31","0.0",,"15.1","21.7","8.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-01","0.0",,"15.9","22.1","10.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-02","0.0",,"12.6","18.0",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-03","0.0",,"12.3","19.5","7.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-04","0.0",,"13.2","20.7","6.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-05","0.0",,"14.4","21.3","7.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-06","0.0",,"14.8","20.4","8.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-07","0.0",,"16.7","23.1","9.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-08","0.0",,"18.8","26.9","13.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-09","0.0",,"19.6","25.1","14.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-10","0.0",,"17.7","22.6",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-11","1.3",,"16.1","20.0","12.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-12","0.0",,"15.2","18.7",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-13","0.0",,"16.4","21.9","10.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-14","0.0",,"20.2","25.3","13.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-15","0.0",,"18.8","22.3",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-16","0.0",,"19.2","26.0","12.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-17","0.0",,"19.2","25.9",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-18","0.0",,"20.8","27.9","14.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-19","0.0",,"22.0","27.9","15.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-20","0.3",,"18.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-21","1.3",,"13.4","17.8","10.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-22","0.0",,"14.9","20.8","8.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-23","0.0",,"16.6","22.6","12.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-24","0.5",,"17.5","22.5",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-25","21.6",,"16.9",,"13.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-26","0.0",,"13.8","20.6",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-27","3.6",,"13.5","18.7","8.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-28","0.0",,"15.3","20.6","9.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-29","0.0",,"15.8","21.2","10.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-04-30","0.0",,"15.2","20.7",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-01","0.0",,"14.3","19.3","11.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-02","0.0",,"15.0","18.9","12.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-03","0.8",,"16.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-04","2.8",,"14.8","17.7","11.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-05","1.0",,"14.5","17.3","12.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-06","0.5",,"14.9",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-07","0.0",,"15.4","20.8","9.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-08","0.0",,"16.8","23.3","10.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-09","0.0",,"17.1","23.3","13.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-10","0.0",,"16.4","21.3","13.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-11","0.0",,"17.3","21.8","13.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-12","0.0",,"21.1","25.5","16.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-13","1.3",,"22.4","27.4","18.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-14","0.0",,"23.3","28.1","19.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-15","0.0",,"21.9","27.4",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-16","5.1",,"20.8","26.1","15.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-17","0.0",,"16.7","19.9",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-18","0.0",,"16.8","21.5","12.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-19","0.0",,"17.9","22.7","12.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-20","0.0",,"20.8","26.5","14.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-21","0.0",,"20.2","25.8",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-22","4.3",,"16.9","18.7",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-23","0.5",,"17.5","21.1","14.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-24","0.0",,"21.1","26.5","14.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-25","1.3",,"19.6","23.0","15.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-26","4.8",,"18.3",,"15.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-27","0.5",,"16.4","17.8",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-28","23.1",,"18.2","21.5","13.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-29","0.0",,"20.8","27.6","15.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-30","0.0",,"24.0","29.7","17.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-05-31","0.0",,"24.9","30.0","20.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-01","0.0",,"24.1","29.2","19.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-02","0.0",,"25.7","30.7","20.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-03","3.0",,"22.6","29.2",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-04","0.0",,"21.1","26.3","17.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-05","0.0",,"21.4","26.6","17.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-06","0.0",,"21.8","26.0","16.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-07","0.3",,"19.5","23.6",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-08","3.3",,"17.8","22.5","13.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-09","0.0",,"18.4","23.1","14.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-10","0.0",,"19.9","25.2","15.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-11","0.0",,"20.3","25.3","15.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-12","0.0",,"24.0","31.1","16.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-13","0.0",,"25.9","32.1","18.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-14","0.3",,"21.8","26.9",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-15","18.0",,"23.1","29.2","17.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-16","0.0",,"24.9","29.7","19.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-17","0.0",,"26.8","32.6","20.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-18","0.0",,"27.3","34.6","20.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-19","0.0",,"26.2","34.4","20.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-20","0.0",,"27.4","34.6","21.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-21","0.0",,"28.1","33.7","22.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-22","0.0",,"27.3","33.2","23.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-23","0.0",,"27.4","32.6","23.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-24","0.0",,"27.8","33.0",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-25","0.0",,"26.7","31.1","23.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-26","0.0",,"26.8","31.1",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-27","3.8",,"25.8","31.0","22.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-28","0.0",,"25.7","29.5","22.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-29","0.0",,"25.2","29.9","21.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-06-30","1.8",,"23.9","27.3","21.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-07-01","0.3",,"26.1","32.3","21.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-07-02","0.0",,"26.7","33.1","22.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-07-03",,,"26.2","30.8","23.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-07-04","0.0",,"27.4","31.7","23.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-07-05","7.6",,"24.2","28.0",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2016-07-06","4.6",,"24.6","29.0","19.7"
