"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-06-30",,,"30.7","38.9",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-01","0.0",,"30.2","37.9","23.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-02",,,"28.4",,"22.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-03","0.0",,"28.4","35.0","24.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-04","0.0",,"23.0","25.6",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-05","0.0",,"23.8","27.6","20.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-06","0.0",,"23.7","28.1","19.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-07","0.0",,"23.4","29.5","19.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-08","0.0",,"23.8","30.0","18.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-09",,,"25.8",,"18.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-10","0.0",,"26.6","31.9",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-11","0.0",,"25.4","31.2","20.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-12","0.0",,"25.4","32.0","20.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-13","0.0",,"26.8","34.3","19.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-14","0.0",,"25.6","30.2",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-15","0.0",,"24.6","28.6",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-16","0.0",,"24.7","28.7","20.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-17",,,"24.3",,"22.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-18","11.9",,"22.5",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-19","16.3",,"24.9","29.4","20.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-20","0.0",,"24.8",,"20.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-21",,,"25.1",,"20.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-22",,,"26.2","31.8","21.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-23","0.0",,"26.6","34.6","20.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-24","0.0",,"27.6","34.9","21.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-25",,,"28.2",,"21.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-26",,,"29.2",,"23.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-27",,,"26.6",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-28",,,"23.4","27.4","21.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-29",,,"25.1","29.6","20.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-30",,,"26.1","32.5","20.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-07-31",,,"25.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-01",,,"25.4",,"21.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-02",,,"26.4","30.8","22.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-03","6.6",,"27.4","33.0","23.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-04","0.0",,"27.7","34.6","23.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-05",,,"28.1","35.9","23.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-06",,,"28.2",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-07","0.0",,"28.0","33.3","25.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-08","0.0",,"27.3","29.9","25.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-09",,,"27.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-10",,,"26.9","31.5","23.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-11",,,"27.7",,"23.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-12",,,"27.4",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-13","0.0",,"26.3","31.1","21.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-14",,,"25.9","29.3",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-15",,,"24.6",,"22.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-16","0.3",,"24.4","28.4",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-17","22.1",,"25.3","30.3","22.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-18","1.0",,"26.1",,"22.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-19","0.0",,"25.9",,"22.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-20",,,"25.9","31.1","22.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-21",,,"25.8","31.0",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-22","9.7",,"21.6","25.1",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-23","7.9",,"22.3",,"17.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-24","0.0",,"23.7",,"18.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-25",,,"23.5",,"19.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-26",,,"23.9",,"19.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-27",,,"24.6",,"20.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-28",,,"25.7",,"21.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-29","1.0",,"24.6","31.1",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-30",,,"22.5",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-08-31",,,"21.9",,"17.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-01",,,"21.8",,"17.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-02",,,"22.8","30.4","16.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-03",,,"23.5",,"17.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-04",,,"24.0","28.7","20.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-05",,,"22.9",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-06","0.0",,"21.6","25.6",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-07",,,"22.7","27.7","17.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-08",,,"23.4",,"17.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-09",,,"24.1",,"19.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-10",,,"25.6","32.5","19.6"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-11",,,"25.0",,"20.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-12",,,"26.3",,"21.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-13",,,"25.6","31.2","20.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-14",,,"25.6",,"21.8"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-15",,,"25.4",,"20.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-16",,,"25.3",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-17","0.0",,"24.3","28.3",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-18",,,"24.8","31.0","20.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-19",,,"25.2","33.1","20.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-20",,,"27.9",,"20.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-21",,,"24.1",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-22","8.4",,"19.6","23.5",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-23","4.1",,"18.9",,"14.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-24","0.0",,"20.2",,"15.2"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-25",,,"22.6","28.0","17.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-26","2.3",,"22.9","27.1",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-27","0.5",,"21.3",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-28","0.0",,"19.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-29",,,"17.2","17.7","16.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-09-30",,,"17.1",,"16.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-01","15.0",,"15.7","16.7",
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-02","3.3",,"16.1","20.6","13.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-03",,,"16.3",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-04",,,"16.1",,"10.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-05",,,"16.3",,"11.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-06",,,"19.3",,"13.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-07",,,"20.4",,"15.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-08","8.6","10.0","14.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-09","1.0",,"15.4",,"10.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-10","0.0",,"16.2","21.7","12.5"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-11",,,"16.2",,"10.7"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-12",,,"16.2",,"11.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-13",,,"15.6","21.1","10.4"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-14",,,"14.7",,
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-15",,,"15.3",,"10.1"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-16",,,"17.7","23.8","13.9"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-17",,,"17.3",,"12.3"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-18",,,"19.3",,"12.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-19",,,"17.8","23.9","13.0"
"TUM00017064","ISTANBUL BOLGE KARTAL, TU","2017-10-20","0.0",,"17.4","23.4","12.9"
