DATE,GENERAL_DAM_OCCUPANCY_RATE,GENERAL_DAM_RESERVED_WATER,DateTime,Condition,Rain,MaxTemp,MinTemp,SunRise,SunSet,MoonRise,MoonSet,AvgWind,AvgHumidity,AvgPressure
2014-10-27,27.36,238,27.10.2014,Overcast,7.67,16,14,07:29:00,18:7:00,10:47:00,20:53:00,36,86,1022
2014-10-28,28.74,250,28.10.2014,Light drizzle,0.72,15,12,07:30:00,18:5:00,11:43:00,21:50:00,29,88,1022
2014-10-29,29.61,257,29.10.2014,Cloudy,2.84,17,15,07:31:00,18:4:00,0:35:00,22:51:00,21,86,1018
2014-10-30,30.42,264,30.10.2014,Overcast,15.29,16,12,07:33:00,18:3:00,13:22:00,23:57:00,26,87,1016
2014-10-31,32.51,282,31.10.2014,Overcast,7.01,14,11,07:34:00,18:2:00,14:4:00,,32,85,1019
2014-11-01,34.41,299,11.01.2014,Sunny,0.0,10,9,08:28:00,17:56:00,14:27:00,4:13:00,7,79,1022
2014-11-02,35.17,306,11.02.2014,Sunny,0.0,12,10,08:04:00,18:33:00,15:36:00,5:28:00,11,76,1018
2014-11-03,35.59,309,11.03.2014,Overcast,3.06,7,6,07:23:00,19:6:00,14:23:00,4:5:00,23,86,1017
2014-11-04,35.93,312,11.04.2014,Sunny,0.89,12,8,06:32:00,19:40:00,16:0:00,4:18:00,7,84,1014
2014-11-05,36.08,313,11.05.2014,Cloudy,0.58,17,14,05:51:00,20:11:00,16:45:00,3:47:00,7,83,1014
2014-11-06,36.42,316,11.06.2014,Sunny,0.0,23,20,05:32:00,20:36:00,18:43:00,4:7:00,12,76,1014
2014-11-07,36.49,317,11.07.2014,Sunny,0.0,28,25,05:42:00,20:37:00,19:29:00,4:33:00,14,59,1003
2014-11-08,36.44,317,11.08.2014,Sunny,0.0,29,25,06:09:00,20:8:00,20:22:00,6:52:00,21,70,1013
2014-11-09,36.37,316,11.09.2014,Sunny,0.0,26,23,06:40:00,19:21:00,20:45:00,9:18:00,22,66,1014
2014-11-10,36.4,316,11.10.2014,Overcast,1.14,19,18,07:11:00,18:30:00,20:41:00,10:16:00,26,78,1018
2014-11-11,36.4,316,11.11.2014,Sunny,0.0,17,15,07:47:00,17:49:00,21:54:00,11:39:00,15,86,1022
2014-11-12,36.42,316,11.12.2014,Partly cloudy,0.03,13,9,08:19:00,17:36:00,22:30:00,11:30:00,9,83,1019
2014-11-13,36.47,317,13.11.2014,Partly cloudy,0.4,16,14,07:49:00,17:48:00,23:46:00,0:57:00,13,88,1013
2014-11-14,36.57,318,14.11.2014,Overcast,0.0,16,15,07:50:00,17:47:00,,13:31:00,19,85,1012
2014-11-15,36.78,320,15.11.2014,Overcast,0.08,15,14,07:52:00,17:46:00,12:42:00,14:1:00,27,88,1015
2014-11-16,36.91,321,16.11.2014,Partly cloudy,0.19,15,13,07:53:00,17:45:00,1:38:00,14:30:00,19,85,1017
2014-11-17,36.95,321,17.11.2014,Overcast,0.21,16,14,07:54:00,17:44:00,2:35:00,14:59:00,9,80,1016
2014-11-18,36.98,321,18.11.2014,Sunny,0.0,18,16,07:55:00,17:44:00,3:32:00,15:29:00,10,77,1019
2014-11-19,37.05,322,19.11.2014,Overcast,0.65,19,16,07:56:00,17:43:00,4:31:00,16:0:00,18,72,1017
2014-11-20,37.41,325,20.11.2014,Partly cloudy,6.47,16,11,07:57:00,17:42:00,5:31:00,16:34:00,19,79,1014
2014-11-21,37.76,328,21.11.2014,Light rain shower,2.72,12,9,07:58:00,17:41:00,6:33:00,17:12:00,18,77,1018
2014-11-22,38.12,331,22.11.2014,Overcast,1.84,9,8,08:00:00,17:41:00,7:36:00,17:56:00,23,82,1023
2014-11-23,38.21,332,23.11.2014,Overcast,0.84,10,9,08:01:00,17:40:00,8:37:00,18:45:00,24,81,1026
2014-11-24,38.49,334,24.11.2014,Overcast,2.78,10,10,08:02:00,17:40:00,9:37:00,19:42:00,22,78,1023
2014-11-25,39.4,342,25.11.2014,Cloudy,2.19,10,9,08:03:00,17:39:00,10:31:00,20:43:00,39,80,1022
2014-11-26,41.25,358,26.11.2014,Cloudy,1.3,9,8,08:04:00,17:39:00,11:21:00,21:49:00,36,81,1022
2014-11-27,42.98,373,27.11.2014,Light rain shower,0.71,9,8,08:05:00,17:38:00,0:6:00,22:57:00,22,78,1023
2014-11-28,43.65,379,28.11.2014,Sunny,0.08,11,8,08:06:00,17:38:00,0:46:00,,8,73,1024
2014-11-29,44.22,384,29.11.2014,Cloudy,0.04,14,12,08:07:00,17:38:00,13:23:00,12:5:00,12,73,1023
2014-11-30,44.52,387,30.11.2014,Overcast,5.7,13,9,08:08:00,17:37:00,13:58:00,1:14:00,18,86,1020
2014-12-01,45.26,393,12.01.2014,Sunny,0.0,11,9,08:28:00,17:57:00,15:10:00,5:8:00,15,81,1021
2014-12-02,45.97,399,12.02.2014,Partly cloudy,0.0,13,11,08:03:00,18:34:00,16:30:00,6:7:00,10,68,1015
2014-12-03,46.42,403,12.03.2014,Sunny,0.01,10,6,07:22:00,19:7:00,15:19:00,4:42:00,22,72,1021
2014-12-04,46.83,407,12.04.2014,Sunny,2.78,11,9,06:30:00,19:41:00,16:58:00,4:48:00,7,80,1017
2014-12-05,47.36,411,12.05.2014,Sunny,1.75,20,16,05:50:00,20:12:00,17:48:00,4:18:00,13,68,1013
2014-12-06,47.67,414,12.06.2014,Sunny,0.01,22,19,05:32:00,20:37:00,19:48:00,4:55:00,16,73,1015
2014-12-07,47.92,416,12.07.2014,Sunny,0.93,26,24,05:43:00,20:37:00,20:21:00,5:40:00,7,69,1007
2014-12-08,48.37,420,12.08.2014,Sunny,0.0,29,25,06:10:00,20:7:00,21:0:00,8:6:00,20,70,1012
2014-12-09,48.98,425,12.09.2014,Sunny,0.0,25,22,06:41:00,19:19:00,21:24:00,10:26:00,17,73,1015
2014-12-10,49.37,429,12.10.2014,Partly cloudy,1.0,19,17,07:12:00,18:28:00,21:29:00,11:17:00,17,75,1017
2014-12-11,49.7,432,12.11.2014,Partly cloudy,0.01,17,14,07:48:00,17:49:00,22:50:00,0:20:00,13,88,1017
2014-12-12,50.1,435,12.12.2014,Overcast,0.0,12,10,08:19:00,17:36:00,23:27:00,0:2:00,29,89,1016
2014-12-13,50.93,442,13.12.2014,Sunny,0.0,11,9,08:20:00,17:36:00,,0:31:00,21,78,1025
2014-12-14,51.41,447,14.12.2014,Sunny,0.0,11,9,08:21:00,17:37:00,12:22:00,13:0:00,9,82,1025
2014-12-15,51.98,452,15.12.2014,Sunny,0.0,11,9,08:22:00,17:37:00,1:19:00,13:29:00,2,80,1025
2014-12-16,52.29,454,16.12.2014,Partly cloudy,0.0,12,10,08:22:00,17:37:00,2:16:00,13:59:00,8,72,1023
2014-12-17,52.49,456,17.12.2014,Partly cloudy,1.05,14,12,08:23:00,17:37:00,3:15:00,14:31:00,21,68,1017
2014-12-18,52.94,460,18.12.2014,Cloudy,0.6,13,11,08:24:00,17:38:00,4:15:00,15:6:00,15,85,1016
2014-12-19,53.43,464,19.12.2014,Sunny,0.0,11,10,08:24:00,17:38:00,5:17:00,15:47:00,5,82,1022
2014-12-20,53.73,467,20.12.2014,Partly cloudy,0.04,12,10,08:25:00,17:39:00,6:20:00,16:33:00,16,78,1020
2014-12-21,53.88,468,21.12.2014,Sunny,6.34,12,8,08:25:00,17:39:00,7:21:00,17:27:00,21,76,1019
2014-12-22,54.46,473,22.12.2014,Sunny,0.13,8,7,08:26:00,17:40:00,8:20:00,18:28:00,20,64,1027
2014-12-23,54.7,475,23.12.2014,Sunny,0.0,11,8,08:26:00,17:40:00,9:14:00,19:34:00,28,69,1022
2014-12-24,54.89,477,24.12.2014,Sunny,0.0,13,11,08:27:00,17:41:00,10:2:00,20:43:00,22,70,1023
2014-12-25,55.06,478,25.12.2014,Sunny,0.0,14,11,08:27:00,17:41:00,10:45:00,21:54:00,19,64,1021
2014-12-26,55.3,480,26.12.2014,Partly cloudy,0.57,13,11,08:27:00,17:42:00,11:25:00,23:4:00,19,75,1014
2014-12-27,55.66,484,27.12.2014,Partly cloudy,0.59,10,6,08:28:00,17:43:00,0:1:00,,18,83,1009
2014-12-28,56.63,492,28.12.2014,Partly cloudy,0.0,11,4,08:28:00,17:43:00,0:36:00,12:13:00,14,67,1014
2014-12-29,56.88,494,29.12.2014,Thundery outbreaks possible,1.41,12,3,08:28:00,17:44:00,13:11:00,1:22:00,35,79,1007
2014-12-30,59.58,518,30.12.2014,Overcast,3.3,4,3,08:29:00,17:45:00,13:47:00,2:28:00,44,84,1019
2014-12-31,60.78,528,31.12.2014,Overcast,4.29,6,5,08:29:00,17:46:00,14:24:00,3:33:00,56,85,1018
2015-01-01,66.71,580,01.01.2015,Overcast,0.24,5,4,08:29:00,17:46:00,15:6:00,4:36:00,49,83,1025
2015-01-02,69.3,602,01.02.2015,Sunny,2.25,18,12,08:15:00,18:20:00,16:20:00,6:8:00,42,65,995
2015-01-03,70.02,608,01.03.2015,Overcast,0.18,9,7,07:39:00,18:55:00,15:11:00,4:50:00,13,81,1018
2015-01-04,70.52,613,01.04.2015,Sunny,2.87,17,11,06:48:00,19:29:00,16:48:00,5:11:00,17,75,1008
2015-01-05,72.04,626,01.05.2015,Partly cloudy,0.0,17,12,06:03:00,20:0:00,17:29:00,4:40:00,7,82,1015
2015-01-06,73.15,635,01.06.2015,Sunny,0.0,22,16,05:35:00,20:30:00,19:13:00,4:52:00,24,69,1018
2015-01-07,74.03,643,01.07.2015,Sunny,0.0,26,20,05:36:00,20:40:00,19:53:00,5:3:00,20,57,1019
2015-01-08,74.56,648,01.08.2015,Sunny,0.02,29,24,06:00:00,20:21:00,20:52:00,7:3:00,26,73,1014
2015-01-09,74.75,649,01.09.2015,Patchy rain possible,0.68,25,21,06:30:00,19:38:00,21:20:00,9:30:00,20,67,1015
2015-01-10,74.84,650,01.10.2015,Cloudy,0.38,20,16,07:00:00,18:47:00,21:19:00,10:41:00,27,77,1024
2015-01-11,75.04,652,01.11.2015,Cloudy,0.0,14,12,07:35:00,18:1:00,22:39:00,0:23:00,39,72,1034
2015-01-12,76.03,660,01.12.2015,Partly cloudy,0.42,13,10,08:09:00,17:37:00,23:22:00,0:23:00,24,69,1020
2015-01-13,81.26,706,13.01.2015,Sunny,0.0,8,6,08:28:00,17:58:00,1:2:00,0:30:00,33,73,1026
2015-01-14,82.85,720,14.01.2015,Sunny,0.0,10,6,08:27:00,17:59:00,2:0:00,13:3:00,10,82,1021
2015-01-15,83.45,725,15.01.2015,Sunny,0.0,10,6,08:27:00,18:0:00,3:0:00,13:40:00,12,79,1018
2015-01-16,83.97,729,16.01.2015,Overcast,0.0,7,5,08:27:00,18:1:00,4:0:00,14:22:00,13,79,1025
2015-01-17,84.29,732,17.01.2015,Sunny,0.0,9,4,08:26:00,18:2:00,5:2:00,15:11:00,6,72,1027
2015-01-18,84.36,733,18.01.2015,Sunny,0.0,11,6,08:26:00,18:3:00,6:1:00,16:8:00,14,63,1026
2015-01-19,84.5,734,19.01.2015,Sunny,0.0,12,8,08:25:00,18:5:00,6:58:00,17:11:00,17,67,1020
2015-01-20,84.28,732,20.01.2015,Sunny,0.0,14,10,08:24:00,18:6:00,7:51:00,18:20:00,15,74,1018
2015-01-21,84.57,735,21.01.2015,Sunny,0.0,14,10,08:24:00,18:7:00,8:38:00,19:33:00,8,66,1019
2015-01-22,84.62,735,22.01.2015,Sunny,0.02,14,10,08:23:00,18:8:00,9:21:00,20:46:00,11,70,1020
2015-01-23,84.62,735,23.01.2015,Sunny,0.0,15,9,08:23:00,18:9:00,10:0:00,21:58:00,17,66,1015
2015-01-24,84.69,736,24.01.2015,Partly cloudy,0.15,13,9,08:22:00,18:10:00,10:36:00,23:10:00,15,73,1009
2015-01-25,84.71,736,25.01.2015,Partly cloudy,0.0,13,9,08:21:00,18:12:00,11:13:00,,16,69,1013
2015-01-26,85.06,739,26.01.2015,Partly cloudy,0.6,10,7,08:20:00,18:13:00,11:49:00,12:18:00,16,82,1018
2015-01-27,85.13,739,27.01.2015,Cloudy,3.11,12,7,08:20:00,18:14:00,0:26:00,1:26:00,15,86,1014
2015-01-28,85.65,744,28.01.2015,Overcast,1.42,8,6,08:19:00,18:15:00,13:7:00,2:29:00,14,89,1009
2015-01-29,86.24,749,29.01.2015,Cloudy,0.0,10,5,08:18:00,18:17:00,13:50:00,3:31:00,12,84,1010
2015-01-30,86.36,750,30.01.2015,Sunny,0.0,13,8,08:17:00,18:18:00,14:37:00,4:28:00,23,72,1004
2015-01-31,86.24,749,31.01.2015,Overcast,1.09,14,11,08:16:00,18:19:00,15:28:00,5:21:00,42,70,997
2015-02-01,86.52,752,02.01.2015,Sunny,0.53,4,3,08:29:00,17:47:00,15:51:00,5:37:00,21,76,1028
2015-02-02,86.67,753,02.02.2015,Overcast,16.56,13,9,08:14:00,18:22:00,17:16:00,6:51:00,19,86,1000
2015-02-03,88.1,765,02.03.2015,Sunny,0.0,11,6,07:38:00,18:56:00,16:6:00,5:30:00,10,80,1017
2015-02-04,89.73,779,02.04.2015,Sunny,2.7,12,7,06:47:00,19:30:00,17:44:00,5:40:00,20,62,1014
2015-02-05,89.91,781,02.05.2015,Partly cloudy,1.2,20,13,06:02:00,20:1:00,18:26:00,5:10:00,10,64,1013
2015-02-06,89.85,780,02.06.2015,Sunny,0.0,23,17,05:34:00,20:30:00,20:12:00,5:34:00,26,75,1017
2015-02-07,89.9,781,02.07.2015,Sunny,0.0,26,21,05:36:00,20:40:00,20:45:00,6:1:00,20,61,1019
2015-02-08,90.0,782,02.08.2015,Sunny,0.01,30,24,06:01:00,20:20:00,21:31:00,8:14:00,27,72,1017
2015-02-09,90.21,784,02.09.2015,Sunny,0.0,29,22,06:31:00,19:36:00,22:0:00,10:42:00,8,66,1011
2015-02-10,90.43,786,02.10.2015,Cloudy,0.37,20,17,07:01:00,18:45:00,22:8:00,11:47:00,25,80,1025
2015-02-11,91.15,792,02.11.2015,Sunny,0.0,15,11,07:36:00,17:59:00,23:38:00,13:9:00,23,74,1031
2015-02-12,91.64,796,02.12.2015,Overcast,2.42,13,9,08:10:00,17:37:00,,0:57:00,19,60,1024
2015-02-13,92.9,807,13.02.2015,Overcast,1.08,6,4,08:02:00,18:35:00,2:45:00,13:1:00,23,87,1023
2015-02-14,93.68,814,14.02.2015,Overcast,0.29,8,5,08:01:00,18:36:00,3:44:00,13:52:00,18,88,1020
2015-02-15,93.91,816,15.02.2015,Overcast,0.0,9,6,07:59:00,18:38:00,4:41:00,14:50:00,23,87,1019
2015-02-16,94.33,819,16.02.2015,Overcast,1.14,7,4,07:58:00,18:39:00,5:35:00,15:55:00,28,83,1023
2015-02-17,94.3,819,17.02.2015,Overcast,1.8,3,0,07:57:00,18:40:00,6:24:00,17:5:00,31,73,1028
2015-02-18,94.14,818,18.02.2015,Overcast,3.79,1,0,07:55:00,18:41:00,7:10:00,18:18:00,36,77,1029
2015-02-19,93.53,812,19.02.2015,Cloudy,1.62,4,1,07:54:00,18:43:00,7:52:00,19:33:00,33,75,1025
2015-02-20,93.39,811,20.02.2015,Overcast,1.28,5,3,07:53:00,18:44:00,8:30:00,20:47:00,19,87,1022
2015-02-21,93.95,816,21.02.2015,Sunny,0.02,7,3,07:51:00,18:45:00,9:9:00,21:59:00,15,74,1020
2015-02-22,95.12,826,22.02.2015,Sunny,0.0,10,4,07:50:00,18:46:00,9:46:00,23:10:00,13,61,1017
2015-02-23,95.59,830,23.02.2015,Overcast,0.0,9,8,07:48:00,18:47:00,10:25:00,,16,79,1014
2015-02-24,96.28,836,24.02.2015,Cloudy,0.0,12,8,07:47:00,18:49:00,11:6:00,12:18:00,12,83,1008
2015-02-25,96.44,838,25.02.2015,Partly cloudy,0.0,13,9,07:45:00,18:50:00,11:49:00,1:22:00,9,78,1010
2015-02-26,96.19,836,26.02.2015,Sunny,0.0,14,10,07:44:00,18:51:00,0:35:00,2:22:00,13,70,1019
2015-02-27,96.33,837,27.02.2015,Partly cloudy,0.0,15,10,07:43:00,18:52:00,13:25:00,3:17:00,16,68,1013
2015-02-28,96.33,837,28.02.2015,Partly cloudy,0.8,11,8,07:41:00,18:53:00,14:17:00,4:6:00,11,87,1012
2015-03-01,96.25,836,03.01.2015,Sunny,0.04,6,4,08:29:00,17:48:00,16:39:00,6:33:00,15,77,1024
2015-03-02,95.9,833,03.02.2015,Sunny,0.2,11,7,08:13:00,18:23:00,18:12:00,7:30:00,22,78,1007
2015-03-03,95.64,831,03.03.2015,Overcast,5.15,10,7,07:36:00,18:57:00,17:2:00,6:5:00,16,88,1016
2015-03-04,95.66,831,03.04.2015,Sunny,0.46,13,7,06:45:00,19:31:00,18:40:00,6:9:00,19,55,1012
2015-03-05,95.42,829,03.05.2015,Partly cloudy,4.93,18,14,06:00:00,20:2:00,19:25:00,5:42:00,11,80,1013
2015-03-06,95.35,828,03.06.2015,Partly cloudy,0.0,22,17,05:34:00,20:31:00,21:9:00,6:21:00,23,74,1017
2015-03-07,95.15,827,03.07.2015,Sunny,0.07,26,20,05:37:00,20:40:00,21:33:00,7:5:00,17,65,1020
2015-03-08,94.95,825,03.08.2015,Sunny,0.0,29,23,06:01:00,20:18:00,22:8:00,9:27:00,25,70,1015
2015-03-09,94.94,825,03.09.2015,Sunny,0.0,30,23,06:32:00,19:35:00,22:41:00,11:52:00,6,64,1010
2015-03-10,94.88,824,03.10.2015,Cloudy,0.1,22,18,07:02:00,18:44:00,23:0:00,0:48:00,20,79,1025
2015-03-11,94.77,823,03.11.2015,Sunny,0.0,16,11,07:37:00,17:58:00,,13:49:00,13,69,1026
2015-03-12,94.71,823,03.12.2015,Sunny,0.0,11,7,08:11:00,17:36:00,12:19:00,13:28:00,8,51,1031
2015-03-13,94.61,822,13.03.2015,Cloudy,1.75,11,8,07:20:00,19:8:00,1:34:00,11:44:00,19,78,1014
2015-03-14,94.5,821,14.03.2015,Patchy rain possible,1.81,10,7,07:19:00,19:9:00,2:29:00,0:37:00,16,77,1015
2015-03-15,94.63,822,15.03.2015,Cloudy,0.76,10,7,07:17:00,19:10:00,3:23:00,13:37:00,16,73,1016
2015-03-16,95.08,826,16.03.2015,Cloudy,0.76,10,7,07:15:00,19:12:00,4:12:00,14:42:00,15,74,1019
2015-03-17,95.01,825,17.03.2015,Patchy rain possible,0.83,10,7,07:14:00,19:13:00,4:58:00,15:52:00,15,72,1019
2015-03-18,94.91,824,18.03.2015,Partly cloudy,0.69,11,7,07:12:00,19:14:00,5:41:00,17:4:00,13,69,1017
2015-03-19,94.82,824,19.03.2015,Patchy rain possible,0.98,9,4,07:10:00,19:15:00,6:21:00,18:18:00,15,66,1019
2015-03-20,94.76,823,20.03.2015,Overcast,0.14,7,4,07:09:00,19:16:00,7:0:00,19:32:00,18,68,1019
2015-03-21,94.81,824,21.03.2015,Overcast,2.84,9,6,07:07:00,19:17:00,7:38:00,20:45:00,25,77,1019
2015-03-22,95.01,825,22.03.2015,Sunny,0.0,11,6,07:05:00,19:18:00,8:17:00,21:57:00,14,65,1020
2015-03-23,95.08,826,23.03.2015,Partly cloudy,0.63,12,7,07:04:00,19:19:00,8:58:00,23:5:00,12,74,1019
2015-03-24,95.09,826,24.03.2015,Sunny,0.0,11,5,07:02:00,19:20:00,9:42:00,,17,77,1022
2015-03-25,95.05,826,25.03.2015,Sunny,0.0,14,6,07:00:00,19:21:00,10:29:00,12:9:00,12,66,1020
2015-03-26,94.99,825,26.03.2015,Sunny,0.02,17,10,06:58:00,19:22:00,11:19:00,1:8:00,5,62,1017
2015-03-27,94.96,825,27.03.2015,Partly cloudy,0.39,18,12,06:57:00,19:24:00,0:11:00,2:1:00,8,76,1008
2015-03-28,95.01,825,28.03.2015,Partly cloudy,0.0,14,12,06:55:00,19:25:00,13:5:00,2:47:00,11,83,1004
2015-03-29,94.97,825,29.03.2015,Cloudy,0.26,13,10,06:53:00,19:26:00,14:1:00,3:29:00,12,87,1008
2015-03-30,94.9,824,30.03.2015,Partly cloudy,0.46,14,10,06:52:00,19:27:00,14:56:00,4:6:00,11,82,1009
2015-03-31,94.75,823,31.03.2015,Overcast,1.1,13,10,06:50:00,19:28:00,15:52:00,4:40:00,11,85,1009
2015-04-01,94.71,823,04.01.2015,Partly cloudy,6.35,9,6,08:29:00,17:49:00,17:32:00,7:25:00,25,75,1014
2015-04-02,94.74,823,04.02.2015,Sunny,0.19,12,6,08:12:00,18:24:00,19:8:00,8:4:00,16,71,1016
2015-04-03,94.76,823,04.03.2015,Sunny,0.0,9,6,07:35:00,18:58:00,17:58:00,6:38:00,14,63,1027
2015-04-04,94.69,823,04.04.2015,Sunny,0.0,10,5,06:43:00,19:32:00,19:38:00,6:38:00,14,51,1017
2015-04-05,94.71,823,04.05.2015,Sunny,0.0,21,14,05:59:00,20:4:00,20:24:00,6:16:00,10,67,1017
2015-04-06,94.6,822,04.06.2015,Sunny,0.0,25,17,05:34:00,20:32:00,22:2:00,7:15:00,15,67,1016
2015-04-07,95.5,830,04.07.2015,Sunny,0.14,25,19,05:37:00,20:40:00,22:16:00,8:12:00,15,68,1019
2015-04-08,95.5,830,04.08.2015,Sunny,0.0,30,23,06:02:00,20:17:00,22:45:00,10:38:00,17,72,1012
2015-04-09,95.48,829,04.09.2015,Sunny,0.0,27,23,06:33:00,19:33:00,23:27:00,0:58:00,11,71,1011
2015-04-10,96.68,840,04.10.2015,Sunny,0.0,22,17,07:03:00,18:42:00,23:54:00,13:42:00,17,81,1022
2015-04-11,97.2,844,04.11.2015,Sunny,0.0,17,12,07:38:00,17:57:00,12:36:00,14:24:00,18,66,1021
2015-04-12,97.34,846,04.12.2015,Cloudy,0.07,10,8,08:12:00,17:36:00,1:16:00,13:57:00,8,64,1035
2015-04-13,97.36,846,13.04.2015,Sunny,0.19,17,11,06:29:00,19:42:00,2:53:00,13:35:00,13,67,1013
2015-04-14,97.33,845,14.04.2015,Partly cloudy,0.5,15,11,06:27:00,19:43:00,3:35:00,14:43:00,13,73,1012
2015-04-15,97.32,845,15.04.2015,Partly cloudy,0.6,16,11,06:26:00,19:44:00,4:14:00,15:54:00,16,70,1012
2015-04-16,97.24,845,16.04.2015,Sunny,0.0,17,10,06:24:00,19:45:00,4:53:00,17:6:00,11,59,1021
2015-04-17,97.19,844,17.04.2015,Sunny,0.0,19,12,06:23:00,19:46:00,5:30:00,18:19:00,22,62,1017
2015-04-18,97.18,844,18.04.2015,Sunny,0.0,20,14,06:21:00,19:47:00,6:8:00,19:32:00,26,63,1012
2015-04-19,96.91,842,19.04.2015,Light rain,1.53,13,8,06:20:00,19:48:00,6:48:00,20:42:00,24,83,1016
2015-04-20,96.87,842,20.04.2015,Sunny,0.0,12,7,06:18:00,19:49:00,7:31:00,21:50:00,12,57,1014
2015-04-21,96.8,841,21.04.2015,Partly cloudy,3.04,11,7,06:17:00,19:50:00,8:17:00,22:53:00,20,68,1015
2015-04-22,96.5,838,22.04.2015,Heavy rain,17.11,9,7,06:15:00,19:51:00,9:7:00,23:50:00,16,73,1018
2015-04-23,96.36,837,23.04.2015,Partly cloudy,0.62,11,6,06:14:00,19:52:00,10:0:00,,10,60,1023
2015-04-24,96.14,835,24.04.2015,Sunny,0.0,15,8,06:12:00,19:53:00,10:55:00,12:41:00,11,56,1021
2015-04-25,96.01,834,25.04.2015,Cloudy,0.12,17,11,06:11:00,19:54:00,11:51:00,1:26:00,10,60,1019
2015-04-26,95.95,834,26.04.2015,Sunny,0.39,17,12,06:09:00,19:55:00,0:48:00,2:5:00,10,72,1016
2015-04-27,95.76,832,27.04.2015,Sunny,0.0,19,13,06:08:00,19:56:00,13:44:00,2:40:00,10,64,1014
2015-04-28,95.57,830,28.04.2015,Partly cloudy,0.76,17,11,06:07:00,19:57:00,14:40:00,3:12:00,12,71,1015
2015-04-29,95.51,830,29.04.2015,Sunny,4.77,20,14,06:05:00,19:58:00,15:36:00,3:43:00,12,69,1011
2015-04-30,95.5,830,30.04.2015,Partly cloudy,4.19,16,12,06:04:00,19:59:00,16:32:00,4:11:00,16,80,1017
2015-05-01,95.38,829,05.01.2015,Cloudy,0.0,5,4,08:29:00,17:50:00,18:26:00,8:11:00,24,73,1015
2015-05-02,95.25,827,05.02.2015,Sunny,0.33,14,10,08:11:00,18:25:00,20:4:00,8:36:00,15,68,1016
2015-05-03,95.23,827,05.03.2015,Overcast,0.0,13,5,07:33:00,18:59:00,18:54:00,7:9:00,17,59,1022
2015-05-04,95.19,827,05.04.2015,Cloudy,0.0,12,8,06:42:00,19:33:00,20:35:00,7:9:00,8,49,1015
2015-05-05,95.13,826,05.05.2015,Sunny,0.0,22,15,05:58:00,20:5:00,21:23:00,6:55:00,7,54,1015
2015-05-06,95.01,825,05.06.2015,Partly cloudy,7.19,25,18,05:33:00,20:32:00,22:51:00,8:14:00,21,71,1015
2015-05-07,94.85,824,05.07.2015,Sunny,0.21,25,19,05:38:00,20:39:00,22:56:00,9:21:00,14,71,1017
2015-05-08,94.81,824,05.08.2015,Sunny,0.0,30,24,06:03:00,20:16:00,23:23:00,11:48:00,16,75,1010
2015-05-09,95.09,826,05.09.2015,Patchy rain possible,1.66,26,21,06:34:00,19:31:00,,13:59:00,16,67,1014
2015-05-10,95.1,826,05.10.2015,Partly cloudy,0.21,21,18,07:04:00,18:40:00,,14:29:00,10,87,1015
2015-05-11,94.91,825,05.11.2015,Sunny,0.0,18,12,07:39:00,17:56:00,1:33:00,14:56:00,16,80,1019
2015-05-12,94.75,823,05.12.2015,Sunny,0.0,10,7,08:13:00,17:36:00,2:12:00,14:25:00,9,60,1035
2015-05-13,94.65,822,13.05.2015,Sunny,0.0,21,14,05:49:00,20:13:00,2:51:00,14:49:00,13,62,1018
2015-05-14,94.56,821,14.05.2015,Sunny,0.0,21,14,05:48:00,20:14:00,3:27:00,16:0:00,8,52,1013
2015-05-15,94.37,820,15.05.2015,Sunny,0.0,23,17,05:47:00,20:15:00,4:4:00,17:10:00,14,55,1014
2015-05-16,94.23,819,16.05.2015,Sunny,1.29,24,18,05:46:00,20:16:00,4:41:00,18:20:00,14,64,1018
2015-05-17,94.14,818,17.05.2015,Sunny,0.09,23,18,05:45:00,20:17:00,5:22:00,19:29:00,10,66,1018
2015-05-18,93.97,816,18.05.2015,Sunny,0.16,25,17,05:44:00,20:17:00,6:6:00,20:35:00,21,64,1015
2015-05-19,93.88,815,19.05.2015,Sunny,0.86,25,17,05:43:00,20:18:00,6:54:00,21:36:00,22,68,1010
2015-05-20,93.69,814,20.05.2015,Sunny,3.24,22,16,05:43:00,20:19:00,7:46:00,22:30:00,13,80,1008
2015-05-21,93.5,812,21.05.2015,Cloudy,0.29,20,16,05:42:00,20:20:00,8:41:00,23:19:00,14,81,1012
2015-05-22,93.25,810,22.05.2015,Sunny,0.03,22,15,05:41:00,20:21:00,9:38:00,,9,76,1014
2015-05-23,93.08,809,23.05.2015,Sunny,0.0,25,14,05:40:00,20:22:00,10:35:00,12:2:00,8,70,1011
2015-05-24,92.9,807,24.05.2015,Sunny,0.75,26,18,05:39:00,20:23:00,11:33:00,12:39:00,13,60,1008
2015-05-25,92.7,805,25.05.2015,Sunny,0.2,25,18,05:39:00,20:24:00,0:30:00,1:13:00,8,67,1009
2015-05-26,92.56,804,26.05.2015,Sunny,0.03,24,19,05:38:00,20:25:00,13:26:00,1:44:00,13,62,1008
2015-05-27,92.44,803,27.05.2015,Partly cloudy,0.94,21,17,05:37:00,20:26:00,14:22:00,2:13:00,5,66,1005
2015-05-28,92.64,805,28.05.2015,Overcast,0.0,18,17,05:37:00,20:26:00,15:19:00,2:42:00,20,76,1009
2015-05-29,92.52,804,29.05.2015,Partly cloudy,0.0,19,16,05:36:00,20:27:00,16:16:00,3:11:00,21,63,1012
