DATE,GENERAL_DAM_OCCUPANCY_RATE,GENERAL_DAM_RESERVED_WATER,DateTime,Condition,Rain,MaxTemp,MinTemp,SunRise,SunSet,MoonRise,MoonSet,AvgWind,AvgHumidity,AvgPressure
2009-01-01,34.51,300,01.01.2009,Partly cloudy,0.23,5,2,08:29:00,17:47:00,11:9:00,22:39:00,10,90,1027
2009-01-02,34.87,303,01.02.2009,Cloudy,0.02,7,3,08:15:00,18:21:00,10:44:00,,15,86,1019
2009-01-03,35.28,306,01.03.2009,Partly cloudy,0.26,8,1,07:39:00,18:55:00,9:17:00,12:0:00,11,84,1020
2009-01-04,35.88,312,01.04.2009,Sunny,0.0,17,9,06:48:00,19:29:00,10:17:00,1:22:00,17,69,1017
2009-01-05,37.32,324,01.05.2009,Partly cloudy,2.23,20,10,06:02:00,20:1:00,11:45:00,1:49:00,10,75,1007
2009-01-06,39.66,345,01.06.2009,Sunny,0.0,25,15,05:35:00,20:30:00,14:20:00,1:46:00,11,67,1017
2009-01-07,42.56,370,01.07.2009,Sunny,0.0,30,20,05:36:00,20:40:00,15:33:00,1:4:00,14,60,1014
2009-01-08,44.28,385,01.08.2009,Sunny,0.83,29,20,06:00:00,20:20:00,17:28:00,1:29:00,13,70,1013
2009-01-09,45.06,391,01.09.2009,Sunny,4.25,24,19,06:30:00,19:37:00,18:0:00,3:7:00,17,76,1018
2009-01-10,45.66,397,01.10.2009,Sunny,0.0,25,15,07:01:00,18:46:00,17:15:00,4:1:00,5,59,1017
2009-01-11,46.05,400,01.11.2009,Overcast,2.92,11,8,07:35:00,18:0:00,16:52:00,6:1:00,31,86,1016
2009-01-12,46.45,403,01.12.2009,Sunny,0.0,17,9,08:10:00,17:37:00,16:37:00,7:11:00,11,59,1020
2009-01-13,46.69,406,13.01.2009,Partly cloudy,0.0,9,1,08:28:00,17:58:00,21:1:00,9:57:00,8,66,1031
2009-01-14,46.85,407,14.01.2009,Partly cloudy,0.91,8,3,08:27:00,17:59:00,22:14:00,10:23:00,11,73,1025
2009-01-15,47.07,409,15.01.2009,Partly cloudy,0.0,15,7,08:27:00,18:1:00,23:24:00,10:48:00,12,75,1022
2009-01-16,47.26,411,16.01.2009,Partly cloudy,0.0,13,7,08:26:00,18:2:00,,11:11:00,8,80,1016
2009-01-17,47.61,414,17.01.2009,Overcast,1.2,5,3,08:26:00,18:3:00,12:31:00,11:35:00,15,87,1022
2009-01-18,47.97,417,18.01.2009,Sunny,0.0,7,1,08:25:00,18:4:00,1:37:00,0:0:00,11,80,1023
2009-01-19,48.19,419,19.01.2009,Partly cloudy,0.05,9,3,08:25:00,18:5:00,2:41:00,0:28:00,15,80,1016
2009-01-20,48.36,420,20.01.2009,Sunny,0.0,14,6,08:24:00,18:6:00,3:45:00,13:2:00,11,80,1017
2009-01-21,48.54,422,21.01.2009,Sunny,0.0,15,7,08:24:00,18:7:00,4:46:00,13:42:00,10,72,1019
2009-01-22,48.67,423,22.01.2009,Sunny,0.0,16,8,08:23:00,18:9:00,5:43:00,14:28:00,9,70,1016
2009-01-23,48.81,424,23.01.2009,Partly cloudy,0.0,12,9,08:22:00,18:10:00,6:33:00,15:22:00,15,74,1001
2009-01-24,48.9,425,24.01.2009,Partly cloudy,0.0,14,9,08:22:00,18:11:00,7:17:00,16:20:00,17,77,997
2009-01-25,48.99,426,25.01.2009,Thundery outbreaks possible,0.31,14,9,08:21:00,18:12:00,7:53:00,17:23:00,16,85,997
2009-01-26,49.27,428,26.01.2009,Partly cloudy,1.04,14,9,08:20:00,18:13:00,8:24:00,18:26:00,23,84,1003
2009-01-27,49.48,430,27.01.2009,Sunny,0.0,15,9,08:19:00,18:15:00,8:51:00,19:30:00,15,81,1012
2009-01-28,49.66,431,28.01.2009,Partly cloudy,0.05,12,8,08:18:00,18:16:00,9:14:00,20:33:00,12,78,1007
2009-01-29,49.86,433,29.01.2009,Cloudy,0.22,10,6,08:17:00,18:17:00,9:36:00,21:37:00,5,88,1007
2009-01-30,50.22,436,30.01.2009,Mist,1.64,7,4,08:17:00,18:18:00,9:58:00,22:41:00,12,93,1011
2009-01-31,50.5,439,31.01.2009,Overcast,0.85,5,4,08:16:00,18:20:00,10:20:00,23:48:00,17,89,1014
2009-02-01,50.78,441,02.01.2009,Overcast,4.48,4,1,08:29:00,17:48:00,11:30:00,23:43:00,12,89,1021
2009-02-02,50.95,443,02.02.2009,Partly cloudy,0.0,10,4,08:14:00,18:22:00,11:13:00,12:57:00,10,85,1023
2009-02-03,51.08,444,02.03.2009,Overcast,2.3,9,5,07:37:00,18:56:00,9:50:00,,15,86,1018
2009-02-04,51.18,445,02.04.2009,Partly cloudy,0.14,15,8,06:46:00,19:30:00,11:25:00,2:20:00,17,79,1019
2009-02-05,51.3,446,02.05.2009,Cloudy,2.52,15,9,06:01:00,20:2:00,0:59:00,2:23:00,6,86,1014
2009-02-06,51.4,447,02.06.2009,Sunny,0.0,30,14,05:34:00,20:31:00,15:28:00,2:9:00,8,54,1010
2009-02-07,51.48,447,02.07.2009,Sunny,0.0,29,20,05:36:00,20:40:00,16:37:00,1:33:00,16,69,1012
2009-02-08,51.54,448,02.08.2009,Sunny,0.87,30,21,06:01:00,20:19:00,18:14:00,2:19:00,15,69,1015
2009-02-09,53.79,467,02.09.2009,Sunny,0.0,26,17,06:31:00,19:35:00,18:26:00,4:9:00,11,57,1016
2009-02-10,54.97,477,02.10.2009,Sunny,0.0,25,16,07:02:00,18:44:00,17:38:00,5:3:00,8,55,1014
2009-02-11,56.49,491,02.11.2009,Light rain shower,2.87,9,6,07:36:00,17:59:00,17:23:00,7:10:00,14,90,1015
2009-02-12,57.6,500,02.12.2009,Sunny,0.0,16,11,08:11:00,17:37:00,17:31:00,8:22:00,12,57,1016
2009-02-13,60.29,524,13.02.2009,Partly cloudy,2.92,9,5,08:01:00,18:36:00,23:20:00,9:36:00,13,93,1004
2009-02-14,62.46,543,14.02.2009,Cloudy,0.0,7,4,08:00:00,18:37:00,,10:1:00,20,95,1003
2009-02-15,66.25,576,15.02.2009,Overcast,4.5,5,2,07:59:00,18:38:00,12:26:00,10:28:00,20,95,1010
2009-02-16,67.79,589,16.02.2009,Overcast,2.64,4,2,07:57:00,18:40:00,1:33:00,11:1:00,11,90,1017
2009-02-17,68.88,598,17.02.2009,Partly cloudy,0.41,6,1,07:56:00,18:41:00,2:35:00,11:39:00,7,79,1019
2009-02-18,69.59,604,18.02.2009,Partly cloudy,0.03,10,5,07:55:00,18:42:00,3:35:00,0:22:00,11,73,1015
2009-02-19,70.05,608,19.02.2009,Partly cloudy,0.0,13,6,07:53:00,18:43:00,4:27:00,13:14:00,13,77,1007
2009-02-20,70.7,614,20.02.2009,Partly cloudy,0.06,9,4,07:52:00,18:44:00,5:14:00,14:10:00,14,82,1006
2009-02-21,71.89,625,21.02.2009,Overcast,4.21,5,2,07:51:00,18:46:00,5:53:00,15:12:00,24,90,1016
2009-02-22,72.42,629,22.02.2009,Overcast,1.61,3,2,07:49:00,18:47:00,6:25:00,16:14:00,18,91,1018
2009-02-23,73.16,636,23.02.2009,Overcast,1.36,3,2,07:48:00,18:48:00,6:54:00,17:19:00,19,91,1014
2009-02-24,74.26,645,24.02.2009,Overcast,1.06,4,3,07:46:00,18:49:00,7:19:00,18:22:00,14,92,1016
2009-02-25,75.16,653,25.02.2009,Overcast,0.0,5,3,07:45:00,18:50:00,7:41:00,19:27:00,23,91,1021
2009-02-26,76.02,660,26.02.2009,Overcast,2.8,4,2,07:43:00,18:52:00,8:3:00,20:32:00,32,93,1017
2009-02-27,77.19,671,27.02.2009,Overcast,3.75,4,1,07:42:00,18:53:00,8:25:00,21:39:00,15,92,1012
2009-02-28,78.13,679,28.02.2009,Overcast,0.58,6,1,07:40:00,18:54:00,8:50:00,22:48:00,6,90,1015
2009-03-01,78.78,684,03.01.2009,Overcast,0.08,5,3,08:29:00,17:48:00,11:52:00,,16,94,1021
2009-03-02,79.27,689,03.02.2009,Sunny,0.13,13,5,08:13:00,18:23:00,11:48:00,2:9:00,8,80,1021
2009-03-03,79.63,692,03.03.2009,Cloudy,0.98,8,4,07:36:00,18:57:00,10:30:00,1:12:00,8,91,1019
2009-03-04,79.97,695,03.04.2009,Sunny,0.0,14,6,06:44:00,19:31:00,0:38:00,3:9:00,22,71,1022
2009-03-05,80.22,697,03.05.2009,Sunny,0.0,19,7,06:00:00,20:3:00,14:10:00,2:52:00,9,74,1018
2009-03-06,80.5,699,03.06.2009,Sunny,0.03,32,17,05:34:00,20:31:00,16:33:00,2:33:00,9,48,1004
2009-03-07,80.88,703,03.07.2009,Sunny,0.0,29,21,05:37:00,20:40:00,17:40:00,2:6:00,12,69,1008
2009-03-08,82.72,719,03.08.2009,Sunny,0.0,32,21,06:02:00,20:18:00,18:55:00,3:15:00,12,64,1015
2009-03-09,83.74,727,03.09.2009,Sunny,0.0,30,16,06:32:00,19:34:00,18:49:00,5:11:00,7,50,1014
2009-03-10,84.16,731,03.10.2009,Partly cloudy,0.11,23,16,07:03:00,18:43:00,18:0:00,6:6:00,7,62,1013
2009-03-11,84.99,738,03.11.2009,Partly cloudy,1.12,12,7,07:38:00,17:58:00,18:1:00,8:21:00,12,78,1009
2009-03-12,85.68,744,03.12.2009,Sunny,0.0,13,8,08:12:00,17:36:00,18:36:00,9:28:00,7,77,1009
2009-03-13,86.58,752,13.03.2009,Overcast,7.84,7,2,07:20:00,19:9:00,22:6:00,8:1:00,13,95,1013
2009-03-14,87.92,764,14.03.2009,Fog,5.47,8,4,07:18:00,19:10:00,23:14:00,8:28:00,10,94,1013
2009-03-15,89.0,773,15.03.2009,Light rain shower,1.16,8,3,07:16:00,19:11:00,,8:59:00,9,84,1021
2009-03-16,89.7,779,16.03.2009,Partly cloudy,0.17,10,4,07:15:00,19:12:00,12:20:00,9:35:00,10,78,1022
2009-03-17,90.05,782,17.03.2009,Partly cloudy,3.68,10,4,07:13:00,19:13:00,1:22:00,10:16:00,9,84,1022
2009-03-18,90.35,785,18.03.2009,Partly cloudy,0.61,9,5,07:11:00,19:14:00,2:18:00,11:5:00,9,84,1015
2009-03-19,90.63,787,19.03.2009,Overcast,1.98,4,2,07:10:00,19:15:00,3:8:00,0:0:00,14,92,1012
2009-03-20,91.38,794,20.03.2009,Sunny,0.02,9,0,07:08:00,19:16:00,3:49:00,0:59:00,11,72,1021
2009-03-21,91.85,798,21.03.2009,Partly cloudy,0.2,10,3,07:06:00,19:18:00,4:24:00,14:1:00,23,68,1016
2009-03-22,92.31,802,22.03.2009,Cloudy,5.22,12,6,07:04:00,19:19:00,4:54:00,15:5:00,13,88,1006
2009-03-23,93.18,809,23.03.2009,Cloudy,0.82,9,5,07:03:00,19:20:00,5:20:00,16:8:00,10,84,1006
2009-03-24,93.77,815,24.03.2009,Sunny,0.0,13,5,07:01:00,19:21:00,5:44:00,17:13:00,20,70,1006
2009-03-25,94.0,817,25.03.2009,Sunny,0.65,16,8,06:59:00,19:22:00,6:6:00,18:18:00,27,73,1004
2009-03-26,94.6,822,26.03.2009,Overcast,1.26,7,4,06:58:00,19:23:00,6:29:00,19:26:00,13,91,1009
2009-03-27,95.52,830,27.03.2009,Partly cloudy,0.13,8,2,06:56:00,19:24:00,6:53:00,20:35:00,10,75,1015
2009-03-28,96.04,834,28.03.2009,Sunny,0.0,12,1,06:54:00,19:25:00,7:20:00,21:47:00,8,61,1020
2009-03-29,96.45,838,29.03.2009,Sunny,0.0,15,3,06:53:00,19:26:00,7:52:00,23:1:00,6,53,1022
2009-03-30,96.5,838,30.03.2009,Sunny,0.0,19,8,06:51:00,19:27:00,8:30:00,,10,62,1018
2009-03-31,96.44,838,31.03.2009,Sunny,0.0,21,10,06:49:00,19:28:00,9:19:00,12:14:00,8,71,1017
2009-04-01,96.84,841,04.01.2009,Mist,2.91,5,3,08:29:00,17:49:00,0:15:00,12:48:00,9,94,1014
2009-04-02,96.96,842,04.02.2009,Partly cloudy,0.03,15,8,08:12:00,18:25:00,0:32:00,3:23:00,13,69,1012
2009-04-03,97.06,843,04.03.2009,Partly cloudy,0.0,13,2,07:34:00,18:59:00,11:21:00,2:23:00,6,83,1017
2009-04-04,97.08,843,04.04.2009,Sunny,0.0,15,5,06:43:00,19:33:00,13:54:00,3:48:00,17,69,1018
2009-04-05,97.1,843,04.05.2009,Sunny,0.0,17,10,05:59:00,20:4:00,15:20:00,3:17:00,19,78,1011
2009-04-06,97.13,844,04.06.2009,Partly cloudy,9.02,23,16,05:33:00,20:32:00,17:40:00,3:0:00,7,81,1009
2009-04-07,97.26,845,04.07.2009,Sunny,0.0,30,18,05:38:00,20:40:00,18:38:00,2:45:00,8,65,1004
2009-04-08,97.27,845,04.08.2009,Sunny,0.0,31,19,06:03:00,20:17:00,19:28:00,4:14:00,12,65,1012
2009-04-09,97.32,845,04.09.2009,Sunny,0.0,32,18,06:33:00,19:32:00,19:12:00,6:12:00,7,42,1013
2009-04-10,97.3,845,04.10.2009,Sunny,1.89,25,18,07:04:00,18:41:00,18:24:00,7:10:00,9,73,1013
2009-04-11,97.41,846,04.11.2009,Partly cloudy,1.99,17,10,07:39:00,17:57:00,18:48:00,9:33:00,16,84,1000
2009-04-12,97.26,845,04.12.2009,Cloudy,0.0,14,8,08:12:00,17:36:00,19:49:00,10:23:00,6,87,1011
2009-04-13,97.25,845,13.04.2009,Sunny,0.03,17,7,06:28:00,19:42:00,,8:11:00,12,69,1011
2009-04-14,97.21,844,14.04.2009,Sunny,1.23,20,8,06:26:00,19:43:00,12:6:00,8:57:00,13,68,1005
2009-04-15,97.21,844,15.04.2009,Partly cloudy,2.89,14,8,06:25:00,19:44:00,12:59:00,9:50:00,12,79,1009
2009-04-16,97.12,844,16.04.2009,Sunny,0.45,18,6,06:23:00,19:45:00,1:44:00,10:48:00,6,68,1013
2009-04-17,97.09,843,17.04.2009,Sunny,0.87,17,8,06:22:00,19:46:00,2:21:00,11:49:00,10,66,1015
2009-04-18,97.02,843,18.04.2009,Sunny,0.0,20,6,06:20:00,19:47:00,2:53:00,0:51:00,5,54,1016
2009-04-19,97.01,843,19.04.2009,Sunny,0.0,22,10,06:19:00,19:48:00,3:21:00,13:54:00,8,56,1019
2009-04-20,96.9,842,20.04.2009,Sunny,0.03,22,12,06:17:00,19:49:00,3:45:00,14:57:00,14,59,1020
2009-04-21,96.78,841,21.04.2009,Sunny,0.0,21,11,06:16:00,19:50:00,4:8:00,16:1:00,18,56,1016
2009-04-22,96.76,841,22.04.2009,Thundery outbreaks possible,3.63,13,9,06:14:00,19:52:00,4:30:00,17:7:00,32,76,1010
2009-04-23,97.11,844,23.04.2009,Sunny,0.48,12,5,06:13:00,19:53:00,4:53:00,18:15:00,22,74,1016
2009-04-24,97.23,845,24.04.2009,Sunny,0.0,14,5,06:12:00,19:54:00,5:20:00,19:28:00,14,66,1020
2009-04-25,97.3,845,25.04.2009,Sunny,0.0,16,3,06:10:00,19:55:00,5:50:00,20:42:00,10,67,1019
2009-04-26,97.21,844,26.04.2009,Partly cloudy,0.87,14,5,06:09:00,19:56:00,6:26:00,21:58:00,9,75,1023
2009-04-27,97.2,844,27.04.2009,Cloudy,1.25,13,7,06:08:00,19:57:00,7:13:00,23:10:00,7,79,1022
2009-04-28,97.2,844,28.04.2009,Sunny,0.01,17,5,06:06:00,19:58:00,8:9:00,,5,74,1016
2009-04-29,97.07,843,29.04.2009,Cloudy,2.54,14,8,06:05:00,19:59:00,9:16:00,12:13:00,7,88,1010
2009-04-30,96.93,842,30.04.2009,Sunny,0.32,19,9,06:04:00,20:0:00,10:29:00,1:6:00,14,73,1008
2009-05-01,96.99,843,05.01.2009,Overcast,4.32,5,3,08:29:00,17:50:00,0:41:00,1:57:00,15,97,1015
2009-05-02,97.16,844,05.02.2009,Sunny,0.23,17,10,08:11:00,18:26:00,13:29:00,4:34:00,20,75,1010
2009-05-03,97.18,844,05.03.2009,Partly cloudy,0.33,13,8,07:33:00,19:0:00,0:23:00,3:29:00,16,78,1006
2009-05-04,97.33,846,05.04.2009,Sunny,0.0,15,6,06:41:00,19:34:00,15:8:00,4:20:00,19,61,1016
2009-05-05,97.29,845,05.05.2009,Partly cloudy,0.0,15,9,05:57:00,20:5:00,16:27:00,3:41:00,13,82,1010
2009-05-06,97.27,845,05.06.2009,Sunny,0.0,26,15,05:33:00,20:33:00,18:44:00,3:31:00,10,61,1013
2009-05-07,97.24,845,05.07.2009,Sunny,0.04,29,20,05:38:00,20:39:00,19:31:00,3:32:00,7,65,1005
2009-05-08,97.17,844,05.08.2009,Sunny,0.0,31,21,06:04:00,20:16:00,19:57:00,5:16:00,15,71,1010
2009-05-09,97.15,844,05.09.2009,Sunny,0.0,32,20,06:34:00,19:31:00,19:34:00,7:14:00,9,43,1012
2009-05-10,97.09,843,05.10.2009,Sunny,0.08,22,16,07:05:00,18:39:00,18:52:00,8:17:00,9,83,1018
2009-05-11,97.02,843,05.11.2009,Sunny,0.0,17,9,07:40:00,17:55:00,19:46:00,10:40:00,12,78,1014
2009-05-12,96.97,842,05.12.2009,Partly cloudy,0.0,15,10,08:13:00,17:36:00,21:6:00,11:10:00,9,81,1011
2009-05-13,96.81,841,13.05.2009,Sunny,0.09,24,13,05:49:00,20:13:00,,8:38:00,11,60,1016
2009-05-14,96.69,840,14.05.2009,Sunny,0.0,25,13,05:48:00,20:14:00,12:18:00,9:38:00,7,73,1016
2009-05-15,96.47,838,15.05.2009,Sunny,0.0,30,14,05:47:00,20:15:00,12:52:00,10:39:00,6,54,1014
2009-05-16,96.36,837,16.05.2009,Sunny,0.0,29,15,05:46:00,20:16:00,1:21:00,11:41:00,6,49,1014
2009-05-17,96.21,836,17.05.2009,Sunny,0.3,29,19,05:45:00,20:17:00,1:46:00,0:43:00,11,48,1015
2009-05-18,96.06,834,18.05.2009,Sunny,0.02,26,16,05:44:00,20:18:00,2:9:00,13:45:00,23,54,1015
2009-05-19,95.87,833,19.05.2009,Sunny,0.17,23,15,05:43:00,20:19:00,2:31:00,14:49:00,28,66,1016
2009-05-20,95.63,831,20.05.2009,Partly cloudy,0.07,21,15,05:42:00,20:20:00,2:54:00,15:55:00,23,71,1015
2009-05-21,95.55,830,21.05.2009,Sunny,0.02,22,14,05:41:00,20:21:00,3:18:00,17:4:00,20,66,1015
2009-05-22,95.47,829,22.05.2009,Sunny,0.0,24,14,05:41:00,20:22:00,3:46:00,18:17:00,11,66,1016
2009-05-23,95.36,828,23.05.2009,Sunny,1.69,26,12,05:40:00,20:22:00,4:19:00,19:34:00,5,58,1015
2009-05-24,95.26,827,24.05.2009,Sunny,0.05,24,15,05:39:00,20:23:00,5:2:00,20:49:00,14,63,1017
2009-05-25,95.1,826,25.05.2009,Sunny,0.0,24,15,05:38:00,20:24:00,5:55:00,21:58:00,8,49,1015
2009-05-26,94.97,825,26.05.2009,Sunny,0.0,24,13,05:38:00,20:25:00,6:59:00,22:58:00,12,58,1016
2009-05-27,94.82,824,27.05.2009,Sunny,0.0,22,13,05:37:00,20:26:00,8:13:00,23:45:00,15,64,1019
2009-05-28,94.64,822,28.05.2009,Sunny,0.0,23,12,05:37:00,20:27:00,9:31:00,,15,58,1019
2009-05-29,94.49,821,29.05.2009,Sunny,0.0,25,12,05:36:00,20:28:00,10:48:00,12:23:00,9,52,1016
2009-05-30,94.31,819,30.05.2009,Sunny,0.0,26,14,05:36:00,20:28:00,0:2:00,12:54:00,10,54,1018
2009-05-31,94.23,819,31.05.2009,Sunny,0.02,22,15,05:35:00,20:29:00,13:12:00,1:21:00,18,72,1021
2009-06-01,94.06,817,06.01.2009,Overcast,2.71,5,3,08:29:00,17:51:00,13:13:00,3:9:00,22,96,1014
2009-06-02,93.87,815,06.02.2009,Partly cloudy,0.09,16,9,08:10:00,18:27:00,14:36:00,5:39:00,13,78,1010
2009-06-03,93.71,814,06.03.2009,Sunny,3.21,17,11,07:31:00,19:1:00,13:34:00,4:24:00,17,77,999
2009-06-04,93.54,813,06.04.2009,Sunny,4.12,14,7,06:39:00,19:35:00,16:19:00,4:48:00,9,77,1012
2009-06-05,93.41,811,06.05.2009,Sunny,0.0,21,8,05:56:00,20:6:00,17:35:00,4:5:00,3,70,1013
2009-06-06,93.19,810,06.06.2009,Sunny,0.0,28,15,05:33:00,20:33:00,19:47:00,4:6:00,6,49,1014
2009-06-07,93.02,808,06.07.2009,Sunny,0.0,31,18,05:39:00,20:39:00,20:16:00,4:24:00,7,54,1007
2009-06-08,92.9,807,06.08.2009,Sunny,0.06,30,22,06:05:00,20:14:00,20:22:00,6:17:00,17,72,1008
2009-06-09,92.72,805,06.09.2009,Sunny,0.0,29,21,06:35:00,19:29:00,19:56:00,8:17:00,19,61,1011
2009-06-10,92.53,804,06.10.2009,Sunny,0.0,23,16,07:06:00,18:38:00,19:25:00,9:27:00,13,79,1021
2009-06-11,92.36,802,06.11.2009,Partly cloudy,0.0,20,14,07:41:00,17:54:00,20:52:00,11:41:00,9,69,1018
2009-06-12,92.15,800,06.12.2009,Overcast,0.87,12,10,08:14:00,17:36:00,22:22:00,11:48:00,21,88,1015
2009-06-13,92.01,799,13.06.2009,Sunny,0.0,25,17,05:32:00,20:37:00,,10:32:00,19,58,1016
2009-06-14,91.82,798,14.06.2009,Sunny,0.0,25,15,05:32:00,20:38:00,12:12:00,11:34:00,11,58,1019
2009-06-15,91.63,796,15.06.2009,Sunny,0.0,27,14,05:32:00,20:38:00,12:34:00,0:35:00,13,53,1021
2009-06-16,91.48,795,16.06.2009,Sunny,0.0,26,15,05:32:00,20:38:00,12:55:00,13:39:00,13,53,1019
2009-06-17,91.3,793,17.06.2009,Sunny,0.24,30,16,05:32:00,20:39:00,1:18:00,14:45:00,11,51,1017
2009-06-18,91.09,791,18.06.2009,Partly cloudy,0.01,24,18,05:32:00,20:39:00,1:44:00,15:55:00,22,67,1021
2009-06-19,90.91,790,19.06.2009,Sunny,0.0,25,16,05:32:00,20:39:00,2:13:00,17:8:00,20,62,1019
2009-06-20,90.78,789,20.06.2009,Sunny,0.0,27,16,05:32:00,20:39:00,2:51:00,18:23:00,13,67,1013
2009-06-21,90.6,787,21.06.2009,Sunny,0.06,28,16,05:32:00,20:40:00,3:38:00,19:36:00,8,64,1010
2009-06-22,90.35,785,22.06.2009,Sunny,0.0,33,18,05:33:00,20:40:00,4:37:00,20:41:00,9,47,1008
2009-06-23,90.19,783,23.06.2009,Sunny,0.13,31,20,05:33:00,20:40:00,5:48:00,21:36:00,12,45,1008
2009-06-24,90.0,782,24.06.2009,Sunny,0.45,32,19,05:33:00,20:40:00,7:7:00,22:18:00,6,51,1006
2009-06-25,89.79,780,25.06.2009,Sunny,0.0,29,19,05:33:00,20:40:00,8:27:00,22:54:00,8,49,1007
2009-06-26,89.58,778,26.06.2009,Sunny,0.68,28,18,05:34:00,20:40:00,9:45:00,23:23:00,5,53,1008
2009-06-27,89.37,776,27.06.2009,Partly cloudy,0.0,29,18,05:34:00,20:40:00,10:59:00,23:49:00,7,51,1009
2009-06-28,89.14,774,28.06.2009,Thundery outbreaks possible,0.09,28,20,05:35:00,20:40:00,0:10:00,,6,58,1010
2009-06-29,88.97,773,29.06.2009,Sunny,0.0,31,20,05:35:00,20:40:00,13:19:00,12:13:00,5,56,1011
2009-06-30,88.74,771,30.06.2009,Sunny,0.0,30,19,05:35:00,20:40:00,14:26:00,12:37:00,6,55,1013
2009-07-01,88.54,769,07.01.2009,Overcast,0.23,7,2,08:29:00,17:52:00,13:53:00,4:25:00,11,88,1022
2009-07-02,88.38,768,07.02.2009,Sunny,0.83,16,10,08:08:00,18:28:00,15:53:00,6:32:00,15,79,1007
2009-07-03,88.17,766,07.03.2009,Thundery outbreaks possible,4.83,13,8,07:29:00,19:2:00,14:50:00,5:11:00,14,88,999
2009-07-04,87.95,764,07.04.2009,Cloudy,0.4,12,8,06:38:00,19:36:00,17:30:00,5:13:00,7,88,1011
2009-07-05,87.79,763,07.05.2009,Sunny,0.35,21,10,05:55:00,20:7:00,18:42:00,4:29:00,10,64,1015
2009-07-06,87.62,761,07.06.2009,Sunny,0.0,31,17,05:32:00,20:34:00,20:43:00,4:47:00,6,44,1013
2009-07-07,87.39,759,07.07.2009,Sunny,0.0,32,20,05:39:00,20:39:00,20:54:00,5:22:00,13,58,1009
2009-07-08,87.18,757,07.08.2009,Sunny,2.23,30,22,06:06:00,20:13:00,20:44:00,7:19:00,18,69,1009
2009-07-09,86.95,755,07.09.2009,Partly cloudy,1.5,25,20,06:36:00,19:27:00,20:20:00,9:22:00,19,76,1010
2009-07-10,86.77,754,07.10.2009,Sunny,0.0,23,16,07:07:00,18:36:00,20:5:00,10:37:00,16,67,1020
2009-07-11,86.56,752,07.11.2009,Sunny,0.0,22,13,07:42:00,17:53:00,22:5:00,0:31:00,9,69,1015
2009-07-12,86.43,751,07.12.2009,Partly cloudy,0.22,10,6,08:15:00,17:36:00,23:37:00,0:19:00,12,82,1019
2009-07-13,86.26,749,13.07.2009,Sunny,2.49,26,18,05:44:00,20:36:00,23:22:00,11:29:00,11,65,1012
2009-07-14,86.02,747,14.07.2009,Sunny,0.79,28,19,05:44:00,20:35:00,23:45:00,0:32:00,13,61,1015
2009-07-15,85.78,745,15.07.2009,Sunny,1.0,27,20,05:45:00,20:35:00,,13:39:00,16,67,1015
2009-07-16,85.61,744,16.07.2009,Sunny,1.93,29,22,05:46:00,20:34:00,12:12:00,14:48:00,19,70,1013
2009-07-17,85.36,742,17.07.2009,Sunny,0.0,32,22,05:47:00,20:34:00,12:45:00,16:1:00,13,59,1010
2009-07-18,85.17,740,18.07.2009,Sunny,0.0,32,21,05:47:00,20:33:00,1:26:00,17:13:00,10,57,1008
2009-07-19,84.93,738,19.07.2009,Sunny,0.0,35,20,05:48:00,20:32:00,2:17:00,18:21:00,4,55,1009
2009-07-20,84.74,736,20.07.2009,Sunny,0.0,28,23,05:49:00,20:31:00,3:22:00,19:21:00,20,65,1015
2009-07-21,84.44,733,21.07.2009,Sunny,0.0,28,21,05:50:00,20:31:00,4:37:00,20:9:00,21,58,1017
2009-07-22,84.26,732,22.07.2009,Sunny,0.0,28,20,05:51:00,20:30:00,5:57:00,20:48:00,22,60,1017
2009-07-23,84.03,730,23.07.2009,Sunny,0.0,29,21,05:52:00,20:29:00,7:18:00,21:21:00,22,57,1016
2009-07-24,83.84,728,24.07.2009,Sunny,0.0,32,21,05:53:00,20:28:00,8:36:00,21:49:00,14,54,1014
2009-07-25,83.56,726,25.07.2009,Sunny,0.0,37,20,05:54:00,20:27:00,9:52:00,22:15:00,5,42,1011
2009-07-26,83.37,724,26.07.2009,Sunny,0.29,33,23,05:54:00,20:26:00,11:3:00,22:40:00,18,57,1011
2009-07-27,83.18,723,27.07.2009,Sunny,0.97,28,21,05:55:00,20:25:00,0:13:00,23:6:00,24,62,1016
2009-07-28,82.92,720,28.07.2009,Sunny,0.0,27,20,05:56:00,20:24:00,13:22:00,23:35:00,22,56,1017
2009-07-29,82.78,719,29.07.2009,Sunny,0.0,27,20,05:57:00,20:23:00,14:28:00,,20,60,1015
2009-07-30,82.52,717,30.07.2009,Sunny,0.0,28,20,05:58:00,20:22:00,15:33:00,12:7:00,18,61,1014
2009-07-31,82.36,715,31.07.2009,Sunny,0.03,29,19,05:59:00,20:21:00,16:33:00,12:44:00,11,63,1014
2009-08-01,82.19,714,08.01.2009,Partly cloudy,3.06,8,1,08:29:00,17:53:00,14:44:00,5:41:00,12,88,1024
2009-08-02,81.95,712,08.02.2009,Overcast,9.12,14,12,08:07:00,18:30:00,17:13:00,7:17:00,25,85,1002
2009-08-03,81.73,710,08.03.2009,Partly cloudy,1.01,14,7,07:28:00,19:3:00,16:7:00,5:49:00,11,82,1003
